clase,syn
http://purl.obolibrary.org/obo/DOID_0050441,enfermedad por deficiencia de sulfatasa múltiple
http://purl.obolibrary.org/obo/DOID_1927,esfingolipidosis
http://purl.obolibrary.org/obo/DOID_0050444,enfermedad por almacenamiento de ácido fitánico infantil
http://purl.obolibrary.org/obo/DOID_906,trastorno peroxisomal
http://purl.obolibrary.org/obo/DOID_0050445,raquitismo resistente a la vitamina D por hipofosfatemia
http://purl.obolibrary.org/obo/DOID_0050445,raquitismo resistente a la vitamina D ligado al X
http://purl.obolibrary.org/obo/DOID_0050445,hipofosfatemia ligada al X
http://purl.obolibrary.org/obo/DOID_0050445,raquitismo hipofosfatémico ligado al X dominante
http://purl.obolibrary.org/obo/DOID_10609,raquitismo activo
http://purl.obolibrary.org/obo/DOID_0050448,leucoqueratosis hereditaria de la mucosa
http://purl.obolibrary.org/obo/DOID_0050448,nevus esponjoso blanco de Cannon
http://purl.obolibrary.org/obo/DOID_0050449,paquioniquia congénita tipo Jackson-Lawler
http://purl.obolibrary.org/obo/DOID_0050449,síndrome de Jadassohn-Lewandowsky
http://purl.obolibrary.org/obo/DOID_0050449,paquioniquia congénita tipo Jadassohn-Lewandowsky
http://purl.obolibrary.org/obo/DOID_0050449,paquioniquia congénita tipo 1
http://purl.obolibrary.org/obo/DOID_0050450,hipomagnesemia e hipopotasemia renotubular primaria con hipocalciuria
http://purl.obolibrary.org/obo/DOID_447,trastorno innato del transporte tubular renal
http://purl.obolibrary.org/obo/DOID_0050451,bangungut
http://purl.obolibrary.org/obo/DOID_0050451,fibrilación ventricular idiopática tipo Brugada
http://purl.obolibrary.org/obo/DOID_0050451,enfermedad del sueño
http://purl.obolibrary.org/obo/DOID_0050451,síndrome de muerte súbita de Pokkuri
http://purl.obolibrary.org/obo/DOID_0050451,SMSA
http://purl.obolibrary.org/obo/DOID_0050451,síndrome de muerte súbita nocturna inexplicable
http://purl.obolibrary.org/obo/DOID_10273,enfermedad del ritmo cardíaco
http://purl.obolibrary.org/obo/DOID_0050452,deficiencia de mevalonato quinasa
http://purl.obolibrary.org/obo/DOID_0050456,úlcera de Bairnsdale
http://purl.obolibrary.org/obo/DOID_0050456,úlcera de Daintree
http://purl.obolibrary.org/obo/DOID_0050456,úlcera de Mossman
http://purl.obolibrary.org/obo/DOID_0050456,úlcera de Searl
http://purl.obolibrary.org/obo/DOID_0050456,úlcera de Searle
http://purl.obolibrary.org/obo/DOID_0050457,síndrome de del Castillo
http://purl.obolibrary.org/obo/DOID_0050457,aplasia de células germinales
http://purl.obolibrary.org/obo/DOID_4972,síndromes mieloproliferativos/mielodisplásicos
http://purl.obolibrary.org/obo/DOID_4972,cáncer mielodisplásico mieloproliferativo
http://purl.obolibrary.org/obo/DOID_4972,enfermedad mielodisplásica mieloproliferativa
http://purl.obolibrary.org/obo/DOID_0050460,síndrome de deleción del 4p
http://purl.obolibrary.org/obo/DOID_0050460,síndrome de Pitt
http://purl.obolibrary.org/obo/DOID_0050460,síndrome de Pitt-Rogers-Danks
http://purl.obolibrary.org/obo/DOID_0050460,síndrome de deleción cromosómica 4p16.3
http://purl.obolibrary.org/obo/DOID_0050461,deficiencia de aspartilglucosaminidasa
http://purl.obolibrary.org/obo/DOID_0050461,aspartilglicosaminuria
http://purl.obolibrary.org/obo/DOID_0050461,deficiencia de glicosilasparaginasa
http://purl.obolibrary.org/obo/DOID_0050462,síndrome de trapezoidocefalia-sinostosis
http://purl.obolibrary.org/obo/DOID_0081289,síndrome de Antley Bixler
http://purl.obolibrary.org/obo/DOID_0081289,síndrome de Antley y Bixler
http://purl.obolibrary.org/obo/DOID_0050463,displasia campomélica acampomélica
http://purl.obolibrary.org/obo/DOID_2256,trastorno del desarrollo del cartílago
http://purl.obolibrary.org/obo/DOID_2256,anomalía congénita del cartílago
http://purl.obolibrary.org/obo/DOID_2256,síndrome de osteocondrodisplasia
http://purl.obolibrary.org/obo/DOID_2256,condrodistrofia
http://purl.obolibrary.org/obo/DOID_2256,displasia esquelética
http://purl.obolibrary.org/obo/DOID_0050464,enfermedad de Farber
http://purl.obolibrary.org/obo/DOID_0050464,deficiencia de N-laurilesfingosina deacilasa
http://purl.obolibrary.org/obo/DOID_0050464,deficiencia de ceramidasa ácida
http://purl.obolibrary.org/obo/DOID_9455,enfermedad por almacenamiento lipídico
http://purl.obolibrary.org/obo/DOID_9455,trastorno innato de almacenamiento de lípidos
http://purl.obolibrary.org/obo/DOID_9455,lipidosis
http://purl.obolibrary.org/obo/DOID_3883,COCA 1
http://purl.obolibrary.org/obo/DOID_3883,CCHNP - cáncer de colon hereditario no polipósico
http://purl.obolibrary.org/obo/DOID_3883,síndrome hereditario de reparación de errores de emparejamiento defectuoso
http://purl.obolibrary.org/obo/DOID_3883,cáncer de colon no polipósico hereditario
http://purl.obolibrary.org/obo/DOID_3883,síndrome hereditario de cáncer de colon no polipósico
http://purl.obolibrary.org/obo/DOID_3883,cáncer colorrectal no polipósico hereditario
http://purl.obolibrary.org/obo/DOID_3883,síndrome de cáncer colorrectal hereditario no polipósico
http://purl.obolibrary.org/obo/DOID_3883,cáncer de colon no polipósico hereditario
http://purl.obolibrary.org/obo/DOID_3883,síndrome de cáncer de colon hereditario no polipósico
http://purl.obolibrary.org/obo/DOID_3883,síndrome de cáncer colorrectal hereditario no polipósico
http://purl.obolibrary.org/obo/DOID_3883,cáncer colorrectal hereditario no polipósico
http://purl.obolibrary.org/obo/DOID_3883,neoplasia colorrectal no polipósica hereditaria
http://purl.obolibrary.org/obo/DOID_0050467,eritroqueratodermia figurata variabilis
http://purl.obolibrary.org/obo/DOID_0050467,enfermedad de Greither
http://purl.obolibrary.org/obo/DOID_0050469,síndrome FCE
http://purl.obolibrary.org/obo/DOID_0050469,síndrome faciocutaneoesquelético
http://purl.obolibrary.org/obo/DOID_0080690,síndrome de la RAS/proteína cinasa activada por mitógeno
http://purl.obolibrary.org/obo/DOID_0050470,leprechaunismo
http://purl.obolibrary.org/obo/DOID_0050471,complejo de Carney tipo 1
http://purl.obolibrary.org/obo/DOID_0050471,complejo de Carney tipo 2
http://purl.obolibrary.org/obo/DOID_0050471,síndrome de Carney
http://purl.obolibrary.org/obo/DOID_0050471,variante del complejo de Carney
http://purl.obolibrary.org/obo/DOID_0050471,síndrome LAMB
http://purl.obolibrary.org/obo/DOID_0050471,síndrome NAME
http://purl.obolibrary.org/obo/DOID_0050475,síndrome GEMSS
http://purl.obolibrary.org/obo/DOID_0050475,síndrome de Marchesani-Weill
http://purl.obolibrary.org/obo/DOID_0050475,dismorfodistrofia mesodérmica congénita
http://purl.obolibrary.org/obo/DOID_0050475,síndrome de esferofaquia braquimorfa
http://purl.obolibrary.org/obo/DOID_0050475,distrofia mesodérmica congénita
http://purl.obolibrary.org/obo/DOID_0050476,3-metilglutaconioaciduria tipo 2
http://purl.obolibrary.org/obo/DOID_0050476,3-metilglutaconioaciduria tipo II
http://purl.obolibrary.org/obo/DOID_0050476,MGA tipo 2
http://purl.obolibrary.org/obo/DOID_0050476,MGA tipo II
http://purl.obolibrary.org/obo/DOID_0050477,síndrome de Liddle
http://purl.obolibrary.org/obo/DOID_0050477,pseudoaldosteronismo
http://purl.obolibrary.org/obo/DOID_0050480,tifus selvático
http://purl.obolibrary.org/obo/DOID_11256,fiebre endémica del tifus
http://purl.obolibrary.org/obo/DOID_11256,fiebre exantemática del tifus
http://purl.obolibrary.org/obo/DOID_11256,tifus de las pulgas
http://purl.obolibrary.org/obo/DOID_11256,tifus epidémico transmitido por piojo
http://purl.obolibrary.org/obo/DOID_11256,tifus de Moscú
http://purl.obolibrary.org/obo/DOID_11256,tifus murino endémico
http://purl.obolibrary.org/obo/DOID_11256,fiebre del tifus
http://purl.obolibrary.org/obo/DOID_11256,tifus endémico transmitido por pulgas
http://purl.obolibrary.org/obo/DOID_11256,tifus epidémico transmitido por piojos
http://purl.obolibrary.org/obo/DOID_11256,tifus de tienda
http://purl.obolibrary.org/obo/DOID_11256,tifus clásico
http://purl.obolibrary.org/obo/DOID_11256,tifus epidémico (transmitido por piojos)
http://purl.obolibrary.org/obo/DOID_11256,fiebre epidémica del tifus transmitida por piojo causada por Rickettsia prowazekii
http://purl.obolibrary.org/obo/DOID_11256,tifus europeo
http://purl.obolibrary.org/obo/DOID_11256,tifus exantematoso
http://purl.obolibrary.org/obo/DOID_11256,fiebre de la hambruna
http://purl.obolibrary.org/obo/DOID_11256,rickettsiosis transmitida por pulgas
http://purl.obolibrary.org/obo/DOID_11256,tifus transmitido por pulgas
http://purl.obolibrary.org/obo/DOID_11256,fiebre hospitalaria
http://purl.obolibrary.org/obo/DOID_11256,fiebre carcelaria
http://purl.obolibrary.org/obo/DOID_11256,rickettsiosis transmitida por el piojo
http://purl.obolibrary.org/obo/DOID_11256,tifus transmitido por el piojo
http://purl.obolibrary.org/obo/DOID_11256,tifus mexicano
http://purl.obolibrary.org/obo/DOID_11256,tifus murino
http://purl.obolibrary.org/obo/DOID_11256,fiebre petequial
http://purl.obolibrary.org/obo/DOID_11256,fiebre de la prisión
http://purl.obolibrary.org/obo/DOID_11256,tifus de las pulgas de ratas
http://purl.obolibrary.org/obo/DOID_11256,fiebre del barco
http://purl.obolibrary.org/obo/DOID_11256,tifus exantemático
http://purl.obolibrary.org/obo/DOID_11256,tifus urbano
http://purl.obolibrary.org/obo/DOID_0050481,tifus de las ratas y pulgas
http://purl.obolibrary.org/obo/DOID_0050481,fiebre maculosa por Rickettsia felis
http://purl.obolibrary.org/obo/DOID_0050481,tifus urbano de Malaya
http://purl.obolibrary.org/obo/DOID_0050481,rickettsiosis por pulga del gato
http://purl.obolibrary.org/obo/DOID_0050481,tifus transmitido por pulgas
http://purl.obolibrary.org/obo/DOID_0050481,tifus murino
http://purl.obolibrary.org/obo/DOID_0050481,tifus de Toulon
http://purl.obolibrary.org/obo/DOID_0050481,tifus urbano
http://purl.obolibrary.org/obo/DOID_0050481,tifus de tienda
http://purl.obolibrary.org/obo/DOID_0050484,fiebre maculosa por Rickettsia helvetica
http://purl.obolibrary.org/obo/DOID_0050485,erliquiosis de Sennetsu
http://purl.obolibrary.org/obo/DOID_1059,retraso mental
http://purl.obolibrary.org/obo/DOID_12176,bocio
http://purl.obolibrary.org/obo/DOID_9988,neurosífilis tardía
http://purl.obolibrary.org/obo/DOID_767,amiotrofia
http://purl.obolibrary.org/obo/DOID_767,pérdida muscular
http://purl.obolibrary.org/obo/DOID_767,pérdida - músculo
http://purl.obolibrary.org/obo/DOID_0050495,roséola infantil
http://purl.obolibrary.org/obo/DOID_0050495,sexta enfermedad
http://purl.obolibrary.org/obo/DOID_8736,viruela común
http://purl.obolibrary.org/obo/DOID_0050518,enfermedad del virus del río Ross
http://purl.obolibrary.org/obo/DOID_0050523,leucemia/linfoma de células T del adulto (HTLV-1 positivo)
http://purl.obolibrary.org/obo/DOID_0050523,leucemia de células T del adulto
http://purl.obolibrary.org/obo/DOID_5603,leucemia linfoblástica de precursores T
http://purl.obolibrary.org/obo/DOID_5603,leucemia linfoblástica aguda T
http://purl.obolibrary.org/obo/DOID_5603,leucemia linfocítica aguda de células T
http://purl.obolibrary.org/obo/DOID_5603,leucemia de células T
http://purl.obolibrary.org/obo/DOID_5603,leucemia/linfoma linfoblástico de células T
http://purl.obolibrary.org/obo/DOID_5603,leucemia aguda de células T
http://purl.obolibrary.org/obo/DOID_5603,linfoma/leucemia linfoblástica de precursores T
http://purl.obolibrary.org/obo/DOID_0050524,MODY
http://purl.obolibrary.org/obo/DOID_0050524,diabetes tipo Mason
http://purl.obolibrary.org/obo/DOID_9351,diabetes
http://purl.obolibrary.org/obo/DOID_0050526,neuromiotonía y neuropatía axonal autosómica recesiva
http://purl.obolibrary.org/obo/DOID_0050526,"mioquimia, miotonía y pérdida muscular"
http://purl.obolibrary.org/obo/DOID_0050528,síndrome cerebral del cabello frágil tipo amish
http://purl.obolibrary.org/obo/DOID_0050528,Síndrome BIDS
http://purl.obolibrary.org/obo/DOID_0050528,síndrome de cabello-cerebro
http://purl.obolibrary.org/obo/DOID_0050528,TTD4
http://purl.obolibrary.org/obo/DOID_0050529,AME4
http://purl.obolibrary.org/obo/DOID_0050529,atrofia muscular espinal forma adulta
http://purl.obolibrary.org/obo/DOID_0050529,atrofia muscular espinal tipo IV
http://purl.obolibrary.org/obo/DOID_0050529,atrofia muscular espinal 4
http://purl.obolibrary.org/obo/DOID_0050530,atrofia muscular espinal forma crónica infantil
http://purl.obolibrary.org/obo/DOID_0050530,atrofia muscular espinal de tipo intermedia
http://purl.obolibrary.org/obo/DOID_0050530,AME II
http://purl.obolibrary.org/obo/DOID_0050530,AME2
http://purl.obolibrary.org/obo/DOID_0050530,atrofia muscular espinal tipo 2
http://purl.obolibrary.org/obo/DOID_0050530,atrofia muscular espinal tipo II
http://purl.obolibrary.org/obo/DOID_0060160,atrofias musculares espinales de la infancia
http://purl.obolibrary.org/obo/DOID_0060160,atrofia muscular espinal de supervivencia de la neurona motora
http://purl.obolibrary.org/obo/DOID_8498,ceguera nocturna congénita
http://purl.obolibrary.org/obo/DOID_0050535,VREF
http://purl.obolibrary.org/obo/DOID_0050535,vitreorretinopatía exudativa familiar
http://purl.obolibrary.org/obo/DOID_2462,trastorno de la circulación de la retina
http://purl.obolibrary.org/obo/DOID_0050537,catarata polar posterior
http://purl.obolibrary.org/obo/DOID_0050538,neuropatía motora y sensorial hereditaria tipo 1
http://purl.obolibrary.org/obo/DOID_10595,CMT - enfermedad de Charcot-Marie-Tooth
http://purl.obolibrary.org/obo/DOID_0050539,neuropatía motora y sensorial hereditaria de tipo neuronal Guadalajara
http://purl.obolibrary.org/obo/DOID_0050539,neuropatía motora y sensorial hereditaria tipo Okinawa
http://purl.obolibrary.org/obo/DOID_0050539,neuropatía motora y sensorial hereditaria tipo 2
http://purl.obolibrary.org/obo/DOID_0050540,neuropatía de Dejerine-Sottas
http://purl.obolibrary.org/obo/DOID_0050540,síndrome de Dejerine-Sottas
http://purl.obolibrary.org/obo/DOID_0050541,neuropatía motora y sensorial hereditaria
http://purl.obolibrary.org/obo/DOID_0050543,enfermedad de Charcot-Marie-Tooth intermedia dominante
http://purl.obolibrary.org/obo/DOID_0050543,enfermedad de Charcot-Marie-Tooth intermedia recesiva
http://purl.obolibrary.org/obo/DOID_9252,errores innatos del metabolismo de los aminoácidos
http://purl.obolibrary.org/obo/DOID_0050547,carcinoma medular tiroideo familiar
http://purl.obolibrary.org/obo/DOID_3973,carcinoma medular de la glándula tiroides
http://purl.obolibrary.org/obo/DOID_3973,tumor tiroideo últimobranquial 
http://purl.obolibrary.org/obo/DOID_3973,tumor tiroideo últimobranquial 
http://purl.obolibrary.org/obo/DOID_3973,carcinoma medular de tiroides
http://purl.obolibrary.org/obo/DOID_0050548,disautonomía familiar tipo II
http://purl.obolibrary.org/obo/DOID_0050548,neuropatía sensorial y autonómica hereditaria
http://purl.obolibrary.org/obo/DOID_870,neuropatía periférica
http://purl.obolibrary.org/obo/DOID_0050549,síndrome de costillas cortas con polidactilia tipo I
http://purl.obolibrary.org/obo/DOID_0050553,CANDLE
http://purl.obolibrary.org/obo/DOID_0050553,síndrome JMP
http://purl.obolibrary.org/obo/DOID_0050553,"contracturas articulares, atrofia muscular, anemia microcítica y lipodistrofia inducida por panniculitis"
http://purl.obolibrary.org/obo/DOID_0050553,NKJO
http://purl.obolibrary.org/obo/DOID_0050553,síndrome de Nakajo-Nishimura
http://purl.obolibrary.org/obo/DOID_0050553,PRAAS1
http://purl.obolibrary.org/obo/DOID_0050553,síndrome de dermatosis neutrofílica atípica crónica con lipodistrofia y temperatura elevada
http://purl.obolibrary.org/obo/DOID_0050554,anemia sideroblástica y ataxia espinocerebelosa
http://purl.obolibrary.org/obo/DOID_0050554,"anemia sideroblástica, ataxia espinocerebelosa"
http://purl.obolibrary.org/obo/DOID_0050554,anemia sideroblástica y ataxia ligada al cromosoma X
http://purl.obolibrary.org/obo/DOID_0050554,anemia sideroblástica con ataxia ligada al cromosoma X
http://purl.obolibrary.org/obo/DOID_0050554,anemia sideroblástica y ataxia ligada al cromosoma X
http://purl.obolibrary.org/obo/DOID_8955,anemia sideroblástica
http://purl.obolibrary.org/obo/DOID_8955,anemia hipocrómica con carga de hierro
http://purl.obolibrary.org/obo/DOID_0050561,síndrome de Lennox
http://purl.obolibrary.org/obo/DOID_0050562,síndrome de espasmos infantiles
http://purl.obolibrary.org/obo/DOID_0050563,pérdida de la audición no sindrómica
http://purl.obolibrary.org/obo/DOID_0050563,pérdida de la audición hereditaria no sindrómica
http://purl.obolibrary.org/obo/DOID_2742,enfermedad del oído y la mastoides
http://purl.obolibrary.org/obo/DOID_0050564,sordera autosómica dominante
http://purl.obolibrary.org/obo/DOID_0050566,sordera ligada al X
http://purl.obolibrary.org/obo/DOID_0050568,síndrome de Jarcho-Levin
http://purl.obolibrary.org/obo/DOID_0050568,displasia costovertebral
http://purl.obolibrary.org/obo/DOID_0050568,disostosis espondilotorácica
http://purl.obolibrary.org/obo/DOID_0050568,displasia espondilotorácica
http://purl.obolibrary.org/obo/DOID_0050569,síndrome de Harper
http://purl.obolibrary.org/obo/DOID_0050569,enanismo de Virchow-Seckel
http://purl.obolibrary.org/obo/DOID_0050569,enanismo con cabeza de pájaro
