class,syn
http://purl.obolibrary.org/obo/DOID_3310,Besnier's prurigo
http://purl.obolibrary.org/obo/DOID_3310,allergic dermatitis
http://purl.obolibrary.org/obo/DOID_3310,atopic eczema
http://purl.obolibrary.org/obo/DOID_0110099,ATOD3
http://purl.obolibrary.org/obo/DOID_0110099,atopic dermatitis with asthma
http://purl.obolibrary.org/obo/DOID_0110100,ATOD4
http://purl.obolibrary.org/obo/DOID_0110101,ATOD5
http://purl.obolibrary.org/obo/DOID_0110102,ATOD6
http://purl.obolibrary.org/obo/DOID_0110103,ATOD7
http://purl.obolibrary.org/obo/DOID_0110104,ATOD8
http://purl.obolibrary.org/obo/DOID_0110105,ATOD9
http://purl.obolibrary.org/obo/DOID_0110115,ALPS2A
http://purl.obolibrary.org/obo/DOID_0110115,autoimmune lymphoproliferative syndrome type IIA
http://purl.obolibrary.org/obo/DOID_6688,ALPS
http://purl.obolibrary.org/obo/DOID_6688,Canale-Smith syndrome
http://purl.obolibrary.org/obo/DOID_0110116,ALPS with recurrent viral infections
http://purl.obolibrary.org/obo/DOID_0110116,ALPS2B
http://purl.obolibrary.org/obo/DOID_0110116,CEDS
http://purl.obolibrary.org/obo/DOID_0110116,Caspase 8 deficiency
http://purl.obolibrary.org/obo/DOID_0110116,Caspase 8 deficiency syndrome
http://purl.obolibrary.org/obo/DOID_0110116,Caspase eight deficiency state
http://purl.obolibrary.org/obo/DOID_0110116,autoimmune lymphoproliferative syndrome type IIB
http://purl.obolibrary.org/obo/DOID_0110116,autoimmune lymphoproliferative syndrome with recurrent viral infections
http://purl.obolibrary.org/obo/DOID_0110117,ALPS type 4
http://purl.obolibrary.org/obo/DOID_0110117,ALPS type IV
http://purl.obolibrary.org/obo/DOID_0110117,ALPS4
http://purl.obolibrary.org/obo/DOID_0110117,RALD
http://purl.obolibrary.org/obo/DOID_0110117,RAS-associated autoimmune leukoproliferative disease
http://purl.obolibrary.org/obo/DOID_0110117,RAS-associated autoimmune leukoproliferative disorder
http://purl.obolibrary.org/obo/DOID_0110117,autoimmune lymphoproliferative syndrome type IV
http://purl.obolibrary.org/obo/DOID_0110119,ALPS3
http://purl.obolibrary.org/obo/DOID_0110119,autoimmune lymphoproliferative syndrome type III
http://purl.obolibrary.org/obo/DOID_0110120,RIEG1
http://purl.obolibrary.org/obo/DOID_0110120,Rieger syndrome type 1
http://purl.obolibrary.org/obo/DOID_14686,"Anomaly, Rieger's"
http://purl.obolibrary.org/obo/DOID_14686,Axenfeld syndrome
http://purl.obolibrary.org/obo/DOID_14686,RGS - Rieger syndrome
http://purl.obolibrary.org/obo/DOID_14686,Rieger's anomaly
http://purl.obolibrary.org/obo/DOID_14686,Hagedoom syndrome
http://purl.obolibrary.org/obo/DOID_0110121,RIEG2
http://purl.obolibrary.org/obo/DOID_0110121,Rieger syndrome type 2
http://purl.obolibrary.org/obo/DOID_0110122,Axenfeld-Rieger anomaly with or without cardiac defects and/or sensorineural hearing loss
http://purl.obolibrary.org/obo/DOID_0110122,RIEG3
http://purl.obolibrary.org/obo/DOID_0110122,Rieger syndrome type 3
http://purl.obolibrary.org/obo/DOID_0110122,anterior chamber cleavage syndrome
http://purl.obolibrary.org/obo/DOID_0110122,anterior segment mesenchymal dysgenesis
http://purl.obolibrary.org/obo/DOID_0110123,BBS1
http://purl.obolibrary.org/obo/DOID_0110124,BBS2
http://purl.obolibrary.org/obo/DOID_0110125,BBS3
http://purl.obolibrary.org/obo/DOID_0110126,BBS4
http://purl.obolibrary.org/obo/DOID_0110127,BBS5
http://purl.obolibrary.org/obo/DOID_0110128,BBS6
http://purl.obolibrary.org/obo/DOID_0110129,BBS7
http://purl.obolibrary.org/obo/DOID_0110130,BBS8
http://purl.obolibrary.org/obo/DOID_0110131,BBS9
http://purl.obolibrary.org/obo/DOID_0110132,BBS10
http://purl.obolibrary.org/obo/DOID_0110133,BBS11
http://purl.obolibrary.org/obo/DOID_0110134,BBS12
http://purl.obolibrary.org/obo/DOID_0110135,BBS13
http://purl.obolibrary.org/obo/DOID_0110136,BBS14
http://purl.obolibrary.org/obo/DOID_0110137,BBS15
http://purl.obolibrary.org/obo/DOID_0110138,BBS16
http://purl.obolibrary.org/obo/DOID_0110139,BBS17
http://purl.obolibrary.org/obo/DOID_0110140,BBS18
http://purl.obolibrary.org/obo/DOID_0110141,BBS19
http://purl.obolibrary.org/obo/DOID_0110142,BARTS1
http://purl.obolibrary.org/obo/DOID_0110142,Bartter syndrome type 1
http://purl.obolibrary.org/obo/DOID_0110142,Bartter syndrome type 1 antenatal
http://purl.obolibrary.org/obo/DOID_0110142,hyperprostaglandin E syndrome 1
http://purl.obolibrary.org/obo/DOID_0110142,hypokalemic alkalosis with hypercalciuria 1 antenatal
http://purl.obolibrary.org/obo/DOID_445,Aldosteronism with hyperplasia of the adrenal cortex
http://purl.obolibrary.org/obo/DOID_445,Bartter's syndrome
http://purl.obolibrary.org/obo/DOID_0110143,BARTS2
http://purl.obolibrary.org/obo/DOID_0110143,Bartter syndrome type 2
http://purl.obolibrary.org/obo/DOID_0110143,Bartter syndrome type 2 antenatal
http://purl.obolibrary.org/obo/DOID_0110143,hyperprostaglandin E syndrome 2
http://purl.obolibrary.org/obo/DOID_0110143,hypokalemic alkalosis with hypercalciuria 2 antenatal
http://purl.obolibrary.org/obo/DOID_0110144,BARTS3
http://purl.obolibrary.org/obo/DOID_0110144,Bartter syndrome type 3
http://purl.obolibrary.org/obo/DOID_0110144,classic Bartter syndrome
http://purl.obolibrary.org/obo/DOID_0110145,BARTS4A
http://purl.obolibrary.org/obo/DOID_0110145,BSND
http://purl.obolibrary.org/obo/DOID_0110145,Bartter syndrome type 4a
http://purl.obolibrary.org/obo/DOID_0110145,neonatal Bartter syndrome with sensorineural deafness
http://purl.obolibrary.org/obo/DOID_0110146,BARTS4B
http://purl.obolibrary.org/obo/DOID_0110146,"Bartter syndrome, type 4b, digenic"
http://purl.obolibrary.org/obo/DOID_0110146,neonatal Bartter syndrome type 4B with sensorineural deafness
http://purl.obolibrary.org/obo/DOID_0110147,BARTS5
http://purl.obolibrary.org/obo/DOID_0110147,"Bartter syndrome, type 5, antenatal, transient"
http://purl.obolibrary.org/obo/DOID_0110148,CMT1A
http://purl.obolibrary.org/obo/DOID_0110148,Charcot-Marie-Tooth neuropathy type 1A
http://purl.obolibrary.org/obo/DOID_0110148,HMSN1A
http://purl.obolibrary.org/obo/DOID_0110148,autosomal dominant Charcot-Marie-Tooth disease with focally folded myelin sheaths type 1A
http://purl.obolibrary.org/obo/DOID_0110148,hereditary motor and sensory neuropathy 1A
http://purl.obolibrary.org/obo/DOID_0110148,microduplication 17p12
http://purl.obolibrary.org/obo/DOID_0110149,CMT1F
http://purl.obolibrary.org/obo/DOID_0110149,Charcot-Marie-Tooth neuropathy type 1F
http://purl.obolibrary.org/obo/DOID_0110150,CMT1D
http://purl.obolibrary.org/obo/DOID_0110150,Charcot-Marie-Tooth neuropathy type 1D
http://purl.obolibrary.org/obo/DOID_0110150,HMSN ID
http://purl.obolibrary.org/obo/DOID_0110150,HMSN1D
http://purl.obolibrary.org/obo/DOID_0110150,hereditary motor and sensory neuropathy 1D
http://purl.obolibrary.org/obo/DOID_0110151,CMT slow nerve conduction type C
http://purl.obolibrary.org/obo/DOID_0110151,CMT1C
http://purl.obolibrary.org/obo/DOID_0110151,Charcot-Marie-Tooth neuropathy type 1C
http://purl.obolibrary.org/obo/DOID_0110151,HMSN IC
http://purl.obolibrary.org/obo/DOID_0110151,HMSN1C
http://purl.obolibrary.org/obo/DOID_0110151,neuropathy hereditary motor and sensory type 1C
http://purl.obolibrary.org/obo/DOID_0110152,CMT1B
http://purl.obolibrary.org/obo/DOID_0110152,Charcot-Marie-Tooth disease slow nerve conduction type linked to Duffy
http://purl.obolibrary.org/obo/DOID_0110152,Charcot-Marie-Tooth neuropathy type 1B
http://purl.obolibrary.org/obo/DOID_0110152,HMSN IB
http://purl.obolibrary.org/obo/DOID_0110152,HMSN1B
http://purl.obolibrary.org/obo/DOID_0110152,autosomal dominant Charcot-Marie-Tooth disease with focally folded myelin sheaths type 1B
http://purl.obolibrary.org/obo/DOID_0110152,hereditary motor and sensory neuropathy IB
http://purl.obolibrary.org/obo/DOID_0110152,peroneal muscular atrophy
http://purl.obolibrary.org/obo/DOID_0110153,CMT1E
http://purl.obolibrary.org/obo/DOID_0110153,Charcot-Marie-Tooth disease and deafness
http://purl.obolibrary.org/obo/DOID_0110153,Charcot-Marie-Tooth disease demyelinating type 1E
http://purl.obolibrary.org/obo/DOID_0110153,Charcot-Marie-Tooth disease-deafness
http://purl.obolibrary.org/obo/DOID_0110153,autosomal dominant Charcot-Marie-Tooth neuropathy and deafness
http://purl.obolibrary.org/obo/DOID_0110154,CMT2A1
http://purl.obolibrary.org/obo/DOID_0110154,Charcot-Marie-Tooth disease neuronal type 2A1
http://purl.obolibrary.org/obo/DOID_0110154,Charcot-Marie-Tooth neuropathy type 2A1
http://purl.obolibrary.org/obo/DOID_0110154,HMSN IIA1
http://purl.obolibrary.org/obo/DOID_0110154,HMSN2A1
http://purl.obolibrary.org/obo/DOID_0110154,autosomal dominant Charcot-Marie-Tooth disease axonal type 2A1
http://purl.obolibrary.org/obo/DOID_0110154,hereditary motor and sensory neuropathy IIA1
http://purl.obolibrary.org/obo/DOID_0110155,CMT2A2A
http://purl.obolibrary.org/obo/DOID_0110155,Charcot-Marie-Tooth neuronal type 2A2
http://purl.obolibrary.org/obo/DOID_0110155,Charcot-Marie-Tooth neuropathy type 2A2
http://purl.obolibrary.org/obo/DOID_0110155,HMSN IIA2
http://purl.obolibrary.org/obo/DOID_0110155,HMSN2A2
http://purl.obolibrary.org/obo/DOID_0110155,autosomal dominant axonal Charcot-Marie-Tooth disease type 2A2
http://purl.obolibrary.org/obo/DOID_0110155,hereditary motor and sensory neuropathy IIA2
http://purl.obolibrary.org/obo/DOID_0110156,CMT2B1
http://purl.obolibrary.org/obo/DOID_0110156,Charcot-Marie-Tooth disease neuronal type 2B1
http://purl.obolibrary.org/obo/DOID_0110156,Charcot-Marie-Tooth neuropathy type 2B1
http://purl.obolibrary.org/obo/DOID_0110156,autosomal recessive Charcot-Marie-Tooth disease type 2B1
http://purl.obolibrary.org/obo/DOID_0110156,autosomal recessive axonal CMT4C1
http://purl.obolibrary.org/obo/DOID_0110156,autosomal recessive axonal Charcot-Marie-Tooth disease type 2B1
http://purl.obolibrary.org/obo/DOID_0110157,CMT2J
http://purl.obolibrary.org/obo/DOID_0110157,Charcot-Marie-Tooth disease type 2 with hearing loss and pupillary abnormalities
http://purl.obolibrary.org/obo/DOID_0110157,Charcot-Marie-Tooth neuropathy type 2J
http://purl.obolibrary.org/obo/DOID_0110158,CMT2I
http://purl.obolibrary.org/obo/DOID_0110158,Charcot-Marie-Tooth neuropathy type 2I
http://purl.obolibrary.org/obo/DOID_0110159,CMT2B
http://purl.obolibrary.org/obo/DOID_0110159,Charcot-Marie-Tooth neuropathy type 2B
http://purl.obolibrary.org/obo/DOID_0110159,HMSN IIB
http://purl.obolibrary.org/obo/DOID_0110159,HMSN2B
http://purl.obolibrary.org/obo/DOID_0110159,autosomal dominant Charcot-Marie-Tooth disease type 2B
http://purl.obolibrary.org/obo/DOID_0110159,hereditary motor and sensory nueropathy IIB
http://purl.obolibrary.org/obo/DOID_0110160,AR-CMT2T
http://purl.obolibrary.org/obo/DOID_0110160,CMT2T
http://purl.obolibrary.org/obo/DOID_0110160,Charcot-Marie-Tooth neuropathy type 2T
http://purl.obolibrary.org/obo/DOID_0110160,autosomal recessive axonal Charcot-Marie-Tooth disease type 2T
http://purl.obolibrary.org/obo/DOID_0110161,CMT2R
http://purl.obolibrary.org/obo/DOID_0110161,Charcot-Marie-Tooth neuropathy type 2R
http://purl.obolibrary.org/obo/DOID_0110161,autosomal recessive axonal Charcot-Marie-Tooth disease type 2R
http://purl.obolibrary.org/obo/DOID_0110162,CMT2W
http://purl.obolibrary.org/obo/DOID_0110162,Charcot-Marie-Tooth neuropathy type 2W
http://purl.obolibrary.org/obo/DOID_0110162,autosomal dominant axonal Charcot-Marie-Tooth disease type 2W
http://purl.obolibrary.org/obo/DOID_0110163,CMT2F
http://purl.obolibrary.org/obo/DOID_0110163,Charcot-Marie-Tooth neuronal type 2F
http://purl.obolibrary.org/obo/DOID_0110163,Charcot-Marie-Tooth neuropathy type 2F
http://purl.obolibrary.org/obo/DOID_0110163,autosomal dominant Charcot-Marie-Tooth disease type 2F
http://purl.obolibrary.org/obo/DOID_0110164,CMT2D
http://purl.obolibrary.org/obo/DOID_0110164,Charcot-Marie-Tooth disease neuronal type 2D
http://purl.obolibrary.org/obo/DOID_0110164,Charcot-Marie-Tooth neuropathy type 2D
http://purl.obolibrary.org/obo/DOID_0110164,autosomal dominant Charcot-Marie-Tooth disease type 2D
http://purl.obolibrary.org/obo/DOID_0110165,CMT2E
http://purl.obolibrary.org/obo/DOID_0110165,Charcot-Marie-Tooth neuropathy type 2E
http://purl.obolibrary.org/obo/DOID_0110165,autosomal dominant Charcot-Marie-Tooth disease type 2E
http://purl.obolibrary.org/obo/DOID_0110166,AR-CMT2C
http://purl.obolibrary.org/obo/DOID_0110166,Autosomal recessive axonal CMT4C2
http://purl.obolibrary.org/obo/DOID_0110166,Axonal Charcot-Marie-Tooth disease with pyramidal involvement
http://purl.obolibrary.org/obo/DOID_0110166,CMT2H
http://purl.obolibrary.org/obo/DOID_0110166,Charcot-Marie-Tooth disease type 2H
http://purl.obolibrary.org/obo/DOID_0110166,autosomal recessive axonal Charcot-Marie-Tooth disease with pyramidal features
http://purl.obolibrary.org/obo/DOID_0110166,autosomal recessive axonal Charcot-Marie-Tooth neuropathy with pyramidal features
http://purl.obolibrary.org/obo/DOID_0110167,ARCMT2K
http://purl.obolibrary.org/obo/DOID_0110167,Charcot-Marie-Tooth neuropathy axonal type 2K
http://purl.obolibrary.org/obo/DOID_0110167,autosomal recessive Charcot-Marie-Tooth disease with hoarseness
http://purl.obolibrary.org/obo/DOID_0110167,autosomal recessive axonal CMT4C4
http://purl.obolibrary.org/obo/DOID_0110167,autosomal recessive axonal Charcot-Marie-Tooth disease disease type 2K
http://purl.obolibrary.org/obo/DOID_0110167,autosomal recessive axonal Charcot-Marie-Tooth disease type 2K
http://purl.obolibrary.org/obo/DOID_0110168,CMT2 due to VCP mutation
http://purl.obolibrary.org/obo/DOID_0110168,CMT2Y
http://purl.obolibrary.org/obo/DOID_0110168,Charcot-Marie-Tooth neuropathy type 2Y
http://purl.obolibrary.org/obo/DOID_0110168,autosomal dominant Charcot-Marie-Tooth disease type 2 due to VCP mutation
http://purl.obolibrary.org/obo/DOID_0110168,autosomal dominant axonal Charcot-Marie-Tooth type 2Y
http://purl.obolibrary.org/obo/DOID_0110169,CMT2P
http://purl.obolibrary.org/obo/DOID_0110169,Charcot-Marie-Tooth disease type 2P
http://purl.obolibrary.org/obo/DOID_0110169,Charcot-Marie-Tooth neuropathy type 2P
http://purl.obolibrary.org/obo/DOID_0110170,CMT2Q
http://purl.obolibrary.org/obo/DOID_0110170,Charcot-Marie-Tooth neuropathy type 2Q
http://purl.obolibrary.org/obo/DOID_0110170,autosomal dominant Charcot-Marie-Tooth disease type 2Q
http://purl.obolibrary.org/obo/DOID_0110170,autosomal dominant axonal Charcot-Marie-Tooth disease type 2Q
http://purl.obolibrary.org/obo/DOID_0110171,CMT2S
http://purl.obolibrary.org/obo/DOID_0110171,Charcot-Marie-Tooth disease type 2S
http://purl.obolibrary.org/obo/DOID_0110171,Charcot-Marie-Tooth neuropathy type 2S
http://purl.obolibrary.org/obo/DOID_0110171,autosomal recessive axonal Charcot-Marie-Tooth type 2S
http://purl.obolibrary.org/obo/DOID_0110173,CMT2U
http://purl.obolibrary.org/obo/DOID_0110173,Charcot-Marie-Tooth neuropathy type 2U
http://purl.obolibrary.org/obo/DOID_0110173,autosomal dominant Charcot-Marie-Tooth disease type 2U
http://purl.obolibrary.org/obo/DOID_0110173,autosomal dominant axonal Charcot-Marie-Tooth disease type 2U
http://purl.obolibrary.org/obo/DOID_0110174,CMT2L
http://purl.obolibrary.org/obo/DOID_0110174,Charcot-Marie-Tooth neuropathy axonal type 2L
http://purl.obolibrary.org/obo/DOID_0110174,autosomal dominant Charcot-Marie-Tooth disease type 2L
http://purl.obolibrary.org/obo/DOID_0110174,autosomal dominant axonal Charcot-Marie-Tooth disease type 2L
http://purl.obolibrary.org/obo/DOID_0110175,Charcot-Marie-Tooth neuropathy axonal type 2O
http://purl.obolibrary.org/obo/DOID_0110175,autosomal dominant Charcot-Marie-Tooth disease type 2O
http://purl.obolibrary.org/obo/DOID_0110175,autosomal dominant axonal Charcot-Marie-Tooth disease type 2O
http://purl.obolibrary.org/obo/DOID_0110176,Charcot-Marie-Tooth neuropathy type 2X
http://purl.obolibrary.org/obo/DOID_0110176,autosomal recessive axonal Charcot-Marie-Tooth disease type 2X
http://purl.obolibrary.org/obo/DOID_0110177,CMT2N
http://purl.obolibrary.org/obo/DOID_0110177,Charcot-Marie-Tooth neuropathy axonal type 2N
http://purl.obolibrary.org/obo/DOID_0110177,autosomal dominant Charcot-Marie-Tooth disease type 2N
http://purl.obolibrary.org/obo/DOID_0110177,autosomal dominant axonal Charcot-Marie-Tooth disease type 2N
http://purl.obolibrary.org/obo/DOID_0110178,CMT2V
http://purl.obolibrary.org/obo/DOID_0110178,Charcot-Marie-Tooth neuropathy type 2V
http://purl.obolibrary.org/obo/DOID_0110178,autosomal dominant Charcot-Marie-Tooth disease type 2V
http://purl.obolibrary.org/obo/DOID_0110178,autosomal dominant axonal Charcot-Marie-Tooth disease type 2V
http://purl.obolibrary.org/obo/DOID_0110179,AR-CMT2B2
http://purl.obolibrary.org/obo/DOID_0110179,ARCMT2B
http://purl.obolibrary.org/obo/DOID_0110179,Autosomal recessive axonal CMT4C3
http://purl.obolibrary.org/obo/DOID_0110179,CMT2B2
http://purl.obolibrary.org/obo/DOID_0110179,Charcot-Marie-Tooth disease neuronal type 2B2
http://purl.obolibrary.org/obo/DOID_0110179,Charcot-Marie-Tooth neuropathy type 2B2
http://purl.obolibrary.org/obo/DOID_0110179,autosomal recessive axonal Charcot-Marie-Tooth disease type 2B2
http://purl.obolibrary.org/obo/DOID_0110180,CMT2CC
http://purl.obolibrary.org/obo/DOID_0110180,Charcot-Marie-Tooth neuropathy type 2CC
http://purl.obolibrary.org/obo/DOID_0110181,CMT2Z
http://purl.obolibrary.org/obo/DOID_0110181,Charcot-Marie-Tooth neuropathy type 2Z
http://purl.obolibrary.org/obo/DOID_0110181,autosomal dominant axonal Charcot-Marie-Tooth disease type 2Z
http://purl.obolibrary.org/obo/DOID_0110182,CMT2C
http://purl.obolibrary.org/obo/DOID_0110182,Charcot-Marie-Tooth neuropathy type 2C
http://purl.obolibrary.org/obo/DOID_0110182,HMSN2C
http://purl.obolibrary.org/obo/DOID_0110182,autosomal cominant axonal Charcot-Marie-Tooth disease type 2C
http://purl.obolibrary.org/obo/DOID_0110182,autosomal dominant Charcot-Marie-Tooth disease type 2C
http://purl.obolibrary.org/obo/DOID_0110182,hereditary motor and sensory neuropathy type IIc
http://purl.obolibrary.org/obo/DOID_0110183,CMT4C
http://purl.obolibrary.org/obo/DOID_0110183,Charcot-Marie-Tooth neuropathy type 4C
http://purl.obolibrary.org/obo/DOID_0110183,autosomal recessive demyelinating Charcot-Marie-Tooth disease type 4C
http://purl.obolibrary.org/obo/DOID_0110184,CMT4J
http://purl.obolibrary.org/obo/DOID_0110184,autosomal recessive Charcot-Marie-Tooth disease type 4J
http://purl.obolibrary.org/obo/DOID_0110185,CMT4A
http://purl.obolibrary.org/obo/DOID_0110185,Charcot-Marie-Tooth neuropathy type 4A
http://purl.obolibrary.org/obo/DOID_0110185,autosomal recessive demyelinating Charcot-Marie-Tooth disease type 4A
http://purl.obolibrary.org/obo/DOID_0110186,CMT4D
http://purl.obolibrary.org/obo/DOID_0110186,Charcot-Marie-Tooth neuropathy type 4D
http://purl.obolibrary.org/obo/DOID_0110186,HMSN Lom type
http://purl.obolibrary.org/obo/DOID_0110186,HMSN-Lom
http://purl.obolibrary.org/obo/DOID_0110186,HMSN4D
http://purl.obolibrary.org/obo/DOID_0110186,HMSNL
http://purl.obolibrary.org/obo/DOID_0110186,autosomal recessive demyelinating Charcot-Marie-Tooth disease type 4D
http://purl.obolibrary.org/obo/DOID_0110186,hereditary motor and sensory neuropathy LOM type
http://purl.obolibrary.org/obo/DOID_0110187,CMT4K
http://purl.obolibrary.org/obo/DOID_0110187,SURF1-related CMT4
http://purl.obolibrary.org/obo/DOID_0110187,SURF1-related Charcot-Marie-Tooth disease type 4
http://purl.obolibrary.org/obo/DOID_0110187,SURF1-related severe demyelinating Charcot-Marie-Tooth disease
http://purl.obolibrary.org/obo/DOID_0110187,autosomal recessive demyelinating Charcot-Marie-Tooth disease type 4K
http://purl.obolibrary.org/obo/DOID_0110187,autosomal recessive demyelinating Charcot-Marie-Tooth neuropathy type 4K
http://purl.obolibrary.org/obo/DOID_0110190,CMT4B2
http://purl.obolibrary.org/obo/DOID_0110190,Charcot-Marie-Tooth neuropathy type 4B2
http://purl.obolibrary.org/obo/DOID_0110190,autosomal recessive Charcot-Marie-Tooth disease with focally folded myelin sheaths type 4B2
http://purl.obolibrary.org/obo/DOID_0110191,CMT4B1
http://purl.obolibrary.org/obo/DOID_0110191,Charcot-Marie-Tooth neuropathy type 4B1
http://purl.obolibrary.org/obo/DOID_0110191,autosomal recessive Charcot-Marie-Tooth disease with focally folded myelin sheaths type 4B1
http://purl.obolibrary.org/obo/DOID_0110192,CMT4H
http://purl.obolibrary.org/obo/DOID_0110192,Charcot-Marie-Tooth neuropathy type 4H
http://purl.obolibrary.org/obo/DOID_0110192,autosomal recessive Charcot-Marie-Tooth disease type 4H
http://purl.obolibrary.org/obo/DOID_0110192,autosomal recessive demyelinating Charcot-Marie-Tooth disease type 4H
http://purl.obolibrary.org/obo/DOID_0110193,CMT4F
http://purl.obolibrary.org/obo/DOID_0110194,CMT4B3
http://purl.obolibrary.org/obo/DOID_0110195,CMT4E
http://purl.obolibrary.org/obo/DOID_0110195,Charcot-Marie-Tooth neuropathy type 4E
http://purl.obolibrary.org/obo/DOID_0110195,"Neuropathy, congenital hypomyelinating, 1"
http://purl.obolibrary.org/obo/DOID_0110195,autosomal recessive congenital hypomyelinating or amyelinating neuropathy
http://purl.obolibrary.org/obo/DOID_0110196,CMT4G
http://purl.obolibrary.org/obo/DOID_0110196,Charcot-Marie-Tooth neuropathy type 4G
http://purl.obolibrary.org/obo/DOID_0110196,HMSNR
http://purl.obolibrary.org/obo/DOID_0110196,autosomal recessive Charcot-Marie-Tooth disease type 4G
http://purl.obolibrary.org/obo/DOID_0110196,hereditary motor and sensory neuropathy Russe type
http://purl.obolibrary.org/obo/DOID_0110197,CMTDI1
http://purl.obolibrary.org/obo/DOID_0110197,CMTDIB
http://purl.obolibrary.org/obo/DOID_0110197,Charcot-Marie-Tooth neuropathy dominant intermediate B
http://purl.obolibrary.org/obo/DOID_0110197,DI-CMTB
http://purl.obolibrary.org/obo/DOID_0110198,CMTRIC
http://purl.obolibrary.org/obo/DOID_0110198,RI-CMT type C
http://purl.obolibrary.org/obo/DOID_0110198,RI-CMTC
http://purl.obolibrary.org/obo/DOID_0110198,autosomal recessive intermediate Charcot-Marie-Tooth disease type C
http://purl.obolibrary.org/obo/DOID_0110199,CMTDIC
http://purl.obolibrary.org/obo/DOID_0110199,Charcot-Marie-Tooth neuropathy dominant intermediate C
http://purl.obolibrary.org/obo/DOID_0110199,DI-CMTC
http://purl.obolibrary.org/obo/DOID_0110199,autosomal dominant intermediate Charcot-Marie-Tooth disease type C
http://purl.obolibrary.org/obo/DOID_0110200,CMTDID
http://purl.obolibrary.org/obo/DOID_0110200,Charcot-Marie-Tooth neuropathy dominant intermediate D
http://purl.obolibrary.org/obo/DOID_0110200,DI-CMTD
http://purl.obolibrary.org/obo/DOID_0110200,autosomal dominant intermediate Charcot-Marie-Tooth disease type D
http://purl.obolibrary.org/obo/DOID_0110201,CMTRIA
http://purl.obolibrary.org/obo/DOID_0110201,Charcot-Marie-Tooth neuropathy recessive intermediate A
http://purl.obolibrary.org/obo/DOID_0110201,RI-CMTA
http://purl.obolibrary.org/obo/DOID_0110201,autosomal recessive intermediate Charcot-Marie-Tooth disease type A
http://purl.obolibrary.org/obo/DOID_0110202,CMTDIA
http://purl.obolibrary.org/obo/DOID_0110202,Charcot-Marie-Tooth neuropathy dominant intermediate A
http://purl.obolibrary.org/obo/DOID_0110202,DI-CMTA
http://purl.obolibrary.org/obo/DOID_0110202,autosomal dominant intermediate Charcot-Marie-Tooth disease type A
http://purl.obolibrary.org/obo/DOID_0110203,CMTRID
http://purl.obolibrary.org/obo/DOID_0110203,RI-CMT type D
http://purl.obolibrary.org/obo/DOID_0110203,autosomal recessive intermediate Charcot-Marie-Tooth disease type D
http://purl.obolibrary.org/obo/DOID_0110204,CMTRIB
http://purl.obolibrary.org/obo/DOID_0110204,Charcot-Marie-Tooth neuropathy recessive intermediate B
http://purl.obolibrary.org/obo/DOID_0110204,RI-CMTB
http://purl.obolibrary.org/obo/DOID_0110204,autosomal recessive intermediate Charcot-Marie-Tooth disease type B
http://purl.obolibrary.org/obo/DOID_0110205,CMTDIE
http://purl.obolibrary.org/obo/DOID_0110205,Charcot-Marie-Tooth disease-nephropathy syndrome
http://purl.obolibrary.org/obo/DOID_0110205,Charcot-Marie-Tooth neuropathy with focal segmental glomerulonephritis
http://purl.obolibrary.org/obo/DOID_0110205,autosomal dominant intermediate Charcot-Marie-Tooth disease type E
http://purl.obolibrary.org/obo/DOID_0110206,CMTDIF
http://purl.obolibrary.org/obo/DOID_0110206,autosomal dominant intermediate Charcot-Marie-Tooth disease type F
http://purl.obolibrary.org/obo/DOID_0110207,CMT6X
http://purl.obolibrary.org/obo/DOID_0110207,CMTX6
http://purl.obolibrary.org/obo/DOID_0110207,Charcot-Marie-Tooth neuropathy X-linked dominant 6
http://purl.obolibrary.org/obo/DOID_0110207,X-linked Charcot-Marie-Tooth disease type 6
http://purl.obolibrary.org/obo/DOID_0110208,CMTX2
http://purl.obolibrary.org/obo/DOID_0110208,Charcot-Marie-Tooth neuropathy X-linked recessive 2
http://purl.obolibrary.org/obo/DOID_0110208,X-linked Charcot-Marie-Tooth disease type 2
http://purl.obolibrary.org/obo/DOID_0110209,CMT1X
http://purl.obolibrary.org/obo/DOID_0110209,CMTX1
http://purl.obolibrary.org/obo/DOID_0110209,Charcot-Marie-Tooth neuropathy X-linked dominant 1
http://purl.obolibrary.org/obo/DOID_0110209,X-linked Charcot-Marie-Tooth disease type 1
http://purl.obolibrary.org/obo/DOID_0110210,CMT5X
http://purl.obolibrary.org/obo/DOID_0110210,CMTX5
http://purl.obolibrary.org/obo/DOID_0110210,Charcot-Marie-Tooth neuropathy X-linked recessive 5
http://purl.obolibrary.org/obo/DOID_0110210,Rosenberg-Chutorian syndrome
http://purl.obolibrary.org/obo/DOID_0110210,X-linked Charcot-Marie-Tooth disease type 5
http://purl.obolibrary.org/obo/DOID_0110210,"optic atrophy, polyneuropathy, and deafness"
http://purl.obolibrary.org/obo/DOID_0110211,CMT3X
http://purl.obolibrary.org/obo/DOID_0110211,CMTX3
http://purl.obolibrary.org/obo/DOID_0110211,Charcot-Marie-Tooth neuropathy X-linked recessive 3
http://purl.obolibrary.org/obo/DOID_0110211,X-linked Charcot-Marie-Tooth disease type 3
http://purl.obolibrary.org/obo/DOID_0110212,CMT4X
http://purl.obolibrary.org/obo/DOID_0110212,CMTX4
http://purl.obolibrary.org/obo/DOID_0110212,Charcot-Marie-Tooth disease with deafness and mental retardation
