source_id,predicate_id,source_text,source_lang,target_lang,target_text,tsg_set
DOID:0081377,IAO:0000115,A cytochrome-c oxidase deficiency disease characterized by localization to tissues of the skeletal muscles.,en,es,Una enfermedad por deficiencia de citocromo-c oxidasa caracterizada por la localización en los tejidos de los músculos esqueléticos.,1
DOID:0081378,IAO:0000115,An amyotrophic lateral sclerosis that is characterized by adult-onset loss of motor neurons and that has_material_basis_in heterozygous mutation in the NEK1 gene on chromosome 4q33.,en,es,Esclerosis lateral amiotrófica que se caracteriza por la pérdida de neuronas motoras en la edad adulta y que presenta una mutación heterocigota en el gen NEK1 en el cromosoma 4q33.,1
DOID:0081379,IAO:0000115,"An amyotrophic lateral sclerosis that is characterized by rapidly progressive muscle weakness and death due to respiratory failure and that has_material_basis_in heterozygous mutation in the KIF5A gene on chromosome 12q13. ALS25 may have a lower median age at onset (46.5 years) and longer median survival (10 years) than that found in epidemiologic studies (62.5 years and 20 to 30 months, respectively).",en,es,"Esclerosis lateral amiotrófica que se caracteriza por debilidad muscular rápidamente progresiva y muerte por insuficiencia respiratoria y que presenta herencia autosómica recesiva con una mutación heterocigota en el gen KIF5A del cromosoma 12q13. La ELA25 puede tener una mediana de edad de aparición más baja (46, 5 años) y una mediana de supervivencia más larga (10 años) que la encontrada en estudios epidemiológicos (62, 5 años y 20 a 30 meses,  respectivamente).",1
DOID:0081380,IAO:0000115,An amyotrophic lateral sclerosis that is characterized by adult onset of upper and low motor neuron disease causing bulbar dysfunction and limb weakness and that has_material_basis_in heterozygous mutation in the TIA1 gene on chromosome 2p13.,en,es,Esclerosis lateral amiotrófica que se caracteriza por la aparición en la edad adulta de la enfermedad de las neuronas motoras superiores e inferiores que causa disfunción bulbar y debilidad de las extremidades y que presenta herencia autosómica recesiva en el gen TIA1 del cromosoma 2p13.,1
DOID:0081381,IAO:0000115,"An amyotrophic lateral sclerosis that is characterized by early childhood-onset lower extremity spasticity manifesting as toe walking and gait abnormalities, followed by progressive lower motor neuron-mediated weakness without sensory signs or symptoms and that has_material_basis_in heterozygous mutation in the SPTLC1 gene on chromosome 9q22.",en,es,"Esclerosis lateral amiotrófica que se caracteriza por una espasticidad de las extremidades inferiores de aparición temprana en la infancia que se manifiesta como anormalidades en la marcha y en la marcha con los dedos de los pies,  seguida de una debilidad progresiva mediada por las neuronas motoras inferiores sin signos ni síntomas sensoriales y que presenta una mutación heterocigota en el gen SPTLC1 del cromosoma 9q22.",1
DOID:0081382,IAO:0000115,"An amyotrophic lateral sclerosis that is characterized by adult onset of slowly progressive limb muscle weakness and atrophy resulting in gait difficulties, loss of ambulation, and distal upper limb weakness and that has_material_basis_in a heterozygous trinucleotide repeat expansion (CGG) in the 5-prime untranslated region of the LRP12 gene on chromosome 8q22.",en,es,"Esclerosis lateral amiotrófica que se caracteriza por la aparición en la edad adulta de debilidad y atrofia muscular lentamente progresiva de las extremidades que provoca dificultades para caminar,  pérdida de la deambulación y debilidad distal de las extremidades superiores,  y que presenta una expansión heterocigótica de repetición de trinucleótidos (CGG) en la región no traducida 5-prime del gen LRP12 en el cromosoma 8q22.",1
DOID:0081383,IAO:0000115,An autosomal recessive cerebellar ataxia that is characterized by onset of dystonia and ataxia in the first decade and that has_material_basis_in homozygous or compound heterozygous mutation in the PNKP gene on chromosome 19q13.,en,es,Una ataxia cerebelosa autosómica recesiva que se caracteriza por la aparición de distonía y ataxia en la primera década y que presenta una mutación homocigota o heterocigota compuesta en el gen PNKP del cromosoma 19q13.,1
DOID:0081384,IAO:0000115,An autosomal recessive cerebellar ataxia that is characterized clinically by progressive cerebellar degeneration resulting in ataxia and oculomotor apraxia and that has_material_basis_in homozygous or compound heterozygous mutation in the MRE11A gene (MRE11) on chromosome 11q21.,en,es,Una ataxia cerebelosa autosómica recesiva que se caracteriza clínicamente por una degeneración cerebelosa progresiva que provoca ataxia y apraxia oculomotora y que presenta una mutación homocigota o heterocigota compuesta en el gen MRE11A (MRE11) en el cromosoma 11q21.,1
DOID:0081385,IAO:0000115,"An autosomal recessive cerebellar ataxia that is characterized by developmental delay, ataxia, and sensorineural hearing loss and that has_material_basis_in homozygous mutation in the PCNA gene on chromosome 20p12.",en,es,"Una ataxia cerebelosa autosómica recesiva que se caracteriza por retraso del desarrollo,  ataxia y pérdida auditiva neurosensorial y que presenta una mutación homocigota en el gen PCNA del cromosoma 20p12.",1
DOID:0081386,IAO:0000115,"A syndrome that is characterized by episodic metabolic degeneration affecting skeletal muscle, cardiac muscle, and the nervous system and that has_material_basis_in homozygous or compound heterozygous mutation in the TANGO2 gene on chromosome 22q11.",en,es,"Síndrome que se caracteriza por una degeneración metabólica episódica que afecta al músculo esquelético,  al músculo cardíaco y al sistema nervioso y que presenta una mutación homocigota o heterocigota compuesta en el gen TANGO2 del cromosoma 22q11.",1
DOID:0081387,IAO:0000115,An autosomal recessive intellectual developmental disorder that is characterized by the onset of features in infancy or early childhood and that has_material_basis_in homozygous or compound heterozygous mutation in the INTS11 gene on chromosome 1p36.,en,es,Trastorno del desarrollo intelectual autosómico recesivo que se caracteriza por la aparición de rasgos en la infancia o la niñez temprana y que presenta una mutación homocigota o heterocigota compuesta en el gen INTS11 del cromosoma 1p36.,1
DOID:0081388,IAO:0000115,"A frontotemporal dementia that characterized by the progressive onset of language impairments, and gradual deterioration of these abilities over time, associated with atrophy of the language network of the brain, including frontal, temporal, and parietal regions of the left hemisphere. It is caused by a loss of tissue (atrophy) in the area of the brain that is responsible for producing language.",en,es,"Demencia frontotemporal que se caracteriza por la aparición progresiva de trastornos del lenguaje y el deterioro gradual de estas capacidades a lo largo del tiempo,  asociados a la atrofia de la red del lenguaje del cerebro,  incluidas las regiones frontal,  temporal y parietal del hemisferio izquierdo. Está causada por una pérdida de tejido (atrofia) en la zona del cerebro encargada de producir el lenguaje.",1
DOID:0081389,IAO:0000115,"A primary progressive aphasia that is characterized by language disturbance, including difficulty making or understanding speech. It is a type of primary progressive aphasia. Affected individuals have slow, hesitant speech due to difficulty retrieving the correct words, names, or numbers.",en,es,"Afasia progresiva primaria que se caracteriza por alteraciones del lenguaje,  incluida la dificultad para producir o comprender el habla. Es un tipo de afasia progresiva primaria. Los individuos afectados tienen un habla lenta y vacilante debido a la dificultad para recuperar las palabras,  nombres o números correctos.",1
DOID:0081390,IAO:0000115,"A primary progressive aphasia that is characterized by agrammatism, laborious speech, alexia, and agraphia, frequently accompanied by apraxia of speech.",en,es,"Afasia primaria progresiva que se caracteriza por agramatismo,  habla laboriosa,  alexia y agrafia,  frecuentemente acompañada de apraxia del habla.",1
DOID:0081391,IAO:0000115,"A primary progressive aphasia that is characterized by the progressive, amodal and profound loss of semantic knowledge and behavioral abnormalities, attributable to the degeneration of the anterior temporal lobes.",en,es,"Afasia primaria progresiva que se caracteriza por la pérdida progresiva,  amodal y profunda del conocimiento semántico y por anomalías del comportamiento,  atribuibles a la degeneración de los lóbulos temporales anteriores.",1
DOID:0081392,IAO:0000115,"A frontotemporal dementia that characterized by the loss of cognitive functions such as the ability to think, remember, or reason to the point that it interferes with a person's daily life and activities.",en,es,"Demencia frontotemporal que se caracteriza por la pérdida de funciones cognitivas como la capacidad de pensar,  recordar o razonar hasta el punto de que interfiere en la vida y las actividades cotidianas de la persona.",1
DOID:0081393,IAO:0000115,"An inflammatory and toxic neuropathy that is characaterized by a collection of neuropsychological symptoms associated with repeated organophosphate pesticide exposure as well as nerve agent exposure. Symptoms can appear weeks after exposure and include muscle weakness, anxiety, depression, psychosis as well as cognitive and memory deficits.",en,es,"Neuropatía inflamatoria y tóxica que se caracteriza por un conjunto de síntomas neuropsicológicos asociados a la exposición repetida a plaguicidas organofosforados,  así como a agentes nerviosos. Los síntomas pueden aparecer semanas después de la exposición e incluyen debilidad muscular,  ansiedad,  depresión,  psicosis,  así como déficits cognitivos y de memoria.",1
DOID:0081394,IAO:0000115,A syndrome that is characterized by the presence of associated congenital hepatic fibrosis and that is associated with autosomal recessive polycystic kidney disease.,en,es,Síndrome que se caracteriza por la presencia de fibrosis hepática congénita asociada y que se asocia a una poliquistosis renal autosómica recesiva.,1
DOID:0081395,IAO:0000115,"A syndrome that is characterized by delayed psychomotor development, intellectual disability, truncal hypotonia, spasticity, and peripheral neuropathy and that has_material_basis_in heterozygous mutation in the ATAD3A gene on chromosome 1p36.",en,es,"Síndrome que se caracteriza por retraso en el desarrollo psicomotor,  discapacidad intelectual,  hipotonía troncal,  espasticidad y neuropatía periférica y que presenta una mutación heterocigota en el gen ATAD3A del cromosoma 1p36.",1
DOID:0081396,IAO:0000115,"A syndrome that is characterized in infants showing respiratory insufficiency and almost no spontaneous movement at birth, usually requiring mechanical ventilation and admission to the neonatal intensive care unit and that has_material_basis_in compound heterozygous mutation in the ATAD3A gene on chromosome 1p36.33.",en,es,"Síndrome que se caracteriza en lactantes que presentan insuficiencia respiratoria y casi ningún movimiento espontáneo al nacer,  que suelen requerir ventilación mecánica e ingreso en la unidad de cuidados intensivos neonatales y que presenta mutación heterocigota compuesta en el gen ATAD3A del cromosoma 1p36.33.",1
DOID:0081397,IAO:0000115,"A syndrome that is characterized by global developmental delay with variably impaired intellectual development, speech delay, motor delay, and behavioral abnormalities apparent from infancy and that has_material_basis_in heterozygous mutation in the CNOT1 gene on chromosome 16q21.",en,es,"Síndrome que se caracteriza por un retraso global del desarrollo con alteraciones variables del desarrollo intelectual,  retraso del habla,  retraso motor y anomalías del comportamiento aparentes desde la infancia y que presenta una mutación heterocigota en el gen CNOT1 del cromosoma 16q21.",1
DOID:0081399,IAO:0000115,An autosomal dominant distal hereditary motor neuronopathy that is characterized clinically by length-dependent motor neuropathy primarily affecting the lower limbs and that has_material_basis_in heterozygous mutation in the EMILIN1 gene on chromosome 2p23.,en,es,Neuronopatía motora hereditaria distal autosómica dominante que se caracteriza clínicamente por una neuropatía motora dependiente de la longitud que afecta principalmente a las extremidades inferiores y que presenta una mutación heterocigota en el gen EMILIN1 del cromosoma 2p23.,1
DOID:0081400,IAO:0000115,"An autosomal dominant distal hereditary motor neuronopathy that is characterized by juvenile or young-adult onset of distal limb muscle weakness and atrophy mainly affecting the lower limbs, resulting in gait instability and walking difficulties and that has_material_basis_in heterozygous mutation in the SPTAN1 gene on chromosome 9q34.",en,es,"Neuronopatía motora hereditaria distal autosómica dominante que se caracteriza por debilidad y atrofia muscular de las extremidades distales de aparición juvenil o en adultos jóvenes,  que afecta principalmente a las extremidades inferiores,  provoca inestabilidad en la marcha y dificultades para caminar y que presenta una mutación heterocigota en el gen SPTAN1 del cromosoma 9q34.",1
DOID:0081401,IAO:0000115,"An autosomal dominant distal hereditary motor neuronopathy that is characterized by distal muscle weakness and atrophy affecting both the upper and lower limbs, resulting in difficulty walking and poor fine hand motor skills and that has_material_basis_in heterozygous mutation in the BSCL2 gene on chromosome 11q12.",en,es,"Una neuronopatía motora hereditaria distal autosómica dominante que se caracteriza por debilidad y atrofia muscular distal que afecta tanto a las extremidades superiores como a las inferiores,  que provoca dificultad para caminar y escasa motricidad fina de las manos y que presenta una mutación heterocigota en el gen BSCL2 del cromosoma 11q12.",1
DOID:0081402,IAO:0000115,A small cell sarcoma that is characterized by the presence of small round or elongated malignant cells with a small amount of cytoplasm and the presence of BCOR genetic alterations.,en,es,Sarcoma de células pequeñas que se caracteriza por la presencia de pequeñas células malignas redondas o alargadas con una pequeña cantidad de citoplasma y la presencia de alteraciones genéticas BCOR.,1
DOID:0081403,IAO:0000115,A sarcoma with BCOR genetic alterations that is characterized by the presence of BCOR internal tandem duplication.,en,es,Sarcoma con alteraciones genéticas BCOR que se caracteriza por la presencia de una duplicación interna en tándem BCOR.,1
DOID:0081404,IAO:0000115,A sarcoma with BCOR genetic alterations that is characterized by the presence of BCOR-CCNB3 fusion gene.,en,es,Sarcoma con alteraciones genéticas BCOR que se caracteriza por la presencia del gen de fusión BCOR-CCNB3.,1
DOID:0081405,IAO:0000115,A sarcoma with BCOR genetic alterations that occurs during childhood.,en,es,Un sarcoma con alteraciones genéticas BCOR que se produce durante la infancia.,1
DOID:0081406,IAO:0000115,A small cell sarcoma that is characterized by the presence of EWSR1 or FUS fusions involving partners unrelated to the ETS gene family.,en,es,Sarcoma de células pequeñas que se caracteriza por la presencia de fusiones EWSR1 o FUS en las que participan socios no relacionados con la familia de genes ETS.,1
DOID:0081407,IAO:0000115,A round cell sarcoma with EWSR1-non-ETS fusion that is characterized by EWSR1-non-ETS fusion that occurs during childhood.,en,es,A round cell sarcoma with EWSR1-non-ETS fusion that is characterized by EWSR1-non-ETS fusion that occurs during childhood.,1
DOID:0081408,IAO:0000115,A round cell sarcoma with EWSR1-non-ETS fusion that is characterized by the presence of EWSR1-NFATC2 gene fusion.,en,es,Sarcoma de células redondas con fusión EWSR1-no-ETS que se caracteriza por la presencia de fusión génica EWSR1-NFATC2.,1
DOID:0081409,IAO:0000115,A round cell sarcoma with EWSR1-non-ETS fusion that is characterized by the presence of EWSR1-PATZ1 gene fusion.,en,es,Sarcoma de células redondas con fusión EWSR1-no-ETS que se caracteriza por la presencia de fusión génica EWSR1-PATZ1.,1
DOID:0081410,IAO:0000115,A round cell sarcoma with EWSR1-non-ETS fusion that is characterized by the presence of FUS-NFATC2 gene fusion.,en,es,Un sarcoma de células redondas con fusión EWSR1-no-ETS que se caracteriza por la presencia de fusión génica FUS-NFATC2.,1
DOID:0081411,IAO:0000115,A B-lymphoblastic leukemia/lymphoma that is associated with PAX5 P80R mutation.,en,es,Una leucemia/linfoma linfoblástica B que está asociada con la mutación PAX5 P80R.,1
DOID:0081412,IAO:0000115,A B lymphoblastic leukemia/lymphoma that is associated with DUX4 gene rearrangement.,en,es,Leucemia/linfoma linfoblástico B que se asocia con el reordenamiento del gen DUX4.,1
DOID:0081413,IAO:0000115,"A renal cell carcinoma that is characterized by papillary, alveolar and nested growth patterns with clear and eosinophilic cells and that is associated with translocations/gene fusions involving members of the MiT family of transcription factors.",en,es,"Un carcinoma de células renales que se caracteriza por patrones de crecimiento papilar,  alveolar y anidado con células claras y eosinófilas y que se asocia con translocaciones/fusiones génicas que implican a miembros de la familia MiT de factores de transcripción.",1
DOID:0081414,IAO:0000115,"A renal cell carcinoma with MiT translocations that is characterized by the presence of the chromosomal translocation t(6;11) which fuses the TFEB transcription factor gene, located on chromosome 6, with the MALAT1 gene, located on chromosome 11.",en,es,"Carcinoma de células renales con translocaciones MiT que se caracteriza por la presencia de la translocación cromosómica t(6;""11) que fusiona el gen del factor de transcripción TFEB,  situado en el cromosoma 6,  con el gen MALAT1.",1
DOID:0081415,IAO:0000115,A renal cell carcinoma with MiT translocations that is characterized by the presence of different translocations involving the chromosome Xp11.2 and that result in the creation of gene fusions involving the TFE3 gene.,en,es,Carcinoma de células renales con translocaciones MiT que se caracteriza por la presencia de diferentes translocaciones que afectan al cromosoma Xp11.2 y que dan lugar a la creación de fusiones génicas que afectan al gen TFE3.,1
DOID:0081416,IAO:0000115,A renal cell carcinoma with MiT translocations that is characterized by a TFE3 or TFEB-rearranged renal cell carcinoma that occurs during childhood.,en,es,Carcinoma de células renales con translocaciones MiT que se caracteriza por un carcinoma de células renales reordenado TFE3 o TFEB que se produce durante la infancia.,1
DOID:0081417,IAO:0000115,A chordoma that is characterized by loss of SMARCB1 expression and that is composed of sheets or nests of malignant epithelioid cells with abundant eosinophilic cytoplasm.,en,es,Cordoma que se caracteriza por la pérdida de expresión de SMARCB1 y que está compuesto por láminas o nidos de células epitelioides malignas con abundante citoplasma eosinófilo.,1
DOID:0081418,IAO:0000115,"A kidney sarcoma that is characterized by a proliferation of anaplastic spindle cells with bizarre, pleomorphic nuclei and atypical mitotic figures.",en,es,sarcoma renal que se caracteriza por una proliferación de células fusiformes anaplásicas con núcleos pleomórficos extraños y figuras mitóticas atípicas.,1
DOID:0081419,IAO:0000115,A dystonia that is characterized by characterized by onset of involuntary movements in the first decade of life and that has_material_basis_in homozygous or compound heterozygous mutation in the MECR gene on chromosome 1p35.  Optic atrophy develops around the same time or slightly later.,en,es,Distonía que se caracteriza por la aparición de movimientos involuntarios en la primera década de vida y que presenta una mutación homocigota o heterocigota compuesta en el gen MECR del cromosoma 1p35.  La atrofia óptica se desarrolla aproximadamente al mismo tiempo o un poco más tarde.,1
DOID:0081420,IAO:0000115,"A focal epilepsy that is characterized by focal seizures, with seizure onset in a discrete area of the brain including the temporal, frontal, parietal, and occipital lobes, with focal seizures arising from different cortical regions in different family members.",en,es,"epilepsia focal que se caracteriza por crisis focales,  con inicio de las crisis en una zona discreta del cerebro que incluye los lóbulos temporal,  frontal,  parietal y occipital,  con crisis focales que surgen de diferentes regiones corticales en diferentes miembros de la familia.",1
DOID:0081421,IAO:0000115,A familial focal epilepsy with variable foci that is characterized by focal seizures arising from different cortical regions in different family members and that has_material_basis_in heterozygous mutation in the DEPDC5 gene on chromosome 22q12.,en,es,Epilepsia focal familiar con focos variables que se caracteriza por convulsiones focales que surgen de diferentes regiones corticales en diferentes miembros de la familia y que presenta una mutación heterocigota en el gen DEPDC5 del cromosoma 22q12.,1
DOID:0081422,IAO:0000115,A familial focal epilepsy with variable foci that has_material_basis_in  heterozygous mutation in the NPRL2 gene on chromosome 3p21.,en,es,Una epilepsia focal familiar con focos variables que presenta una mutación heterocigota en el gen NPRL2 del cromosoma 3p21.,1
DOID:0081423,IAO:0000115,A familial focal epilepsy with variable foci that has_material_basis_in  heterozygous mutation in the NPRL3 gene on chromosome 16p13.,en,es,Una epilepsia focal familiar con focos variables que presenta una mutación heterocigota en el gen NPRL3 del cromosoma 16p13.,1
DOID:0081424,IAO:0000115,A familial focal epilepsy with variable foci that is characterized by onset of focal seizures in the first years of life and that has_material_basis_in heterozygous mutation in the SCN3A gene on chromosome 2q24.,en,es,Epilepsia focal familiar con focos variables que se caracteriza por la aparición de crisis focales en los primeros años de vida y que presenta una mutación heterocigota en el gen SCN3A del cromosoma 2q24.,1
DOID:0081425,IAO:0000115,An autosomal recessive distal hereditary motor neuronopathy characterized by onset of distal muscle weakness in early infancy and that has_material_basis_in homozygous mutation in the REEP1 gene on chromosome 2p11.,en,es,Neuronopatía motora hereditaria distal autosómica recesiva caracterizada por la aparición de debilidad muscular distal en la primera infancia y que presenta una mutación homocigota en el gen REEP1 del cromosoma 2p11.,1
DOID:0081426,IAO:0000115,An autosomal recessive distal hereditary motor neuronopathy characterized by onset of lower leg weakness in the first decade and that has_material_basis_in homozygous or compound heterozygous mutation in the VWA1 gene on chromosome 1p36.,en,es,Neuronopatía motora hereditaria distal autosómica recesiva caracterizada por la aparición de debilidad en la parte inferior de las piernas en la primera década y que presenta una mutación homocigota o heterocigota compuesta en el gen VWA1 del cromosoma 1p36.,1
DOID:0081427,IAO:0000115,An autosomal recessive distal hereditary motor neuronopathy characterized by onset of distal muscle weakness mainly affecting the lower limbs and resulting in difficulty walking and that has_material_basis_in homozygous or compound heterozygous mutation in the SORD gene on chromosome 15q21.,en,es,Neuronopatía motora hereditaria distal autosómica recesiva caracterizada por la aparición de debilidad muscular distal que afecta principalmente a las extremidades inferiores y provoca dificultad para caminar y que presenta una mutación homocigota o heterocigota compuesta en el gen SORD del cromosoma 15q21.,1
DOID:0081428,IAO:0000115,"An autosomal recessive distal hereditary motor neuronopathy characterized by  juvenile onset of distal muscle weakness and atrophy, resulting in gait difficulties and that has_material_basis_in homozygous or compound heterozygous mutation in the COQ7 gene on chromosome 16p12.",en,es,"Una neuronopatía motora hereditaria distal autosómica recesiva caracterizada por la aparición juvenil de debilidad y atrofia muscular distal,  que provoca dificultades para caminar y que presenta una mutación homocigota o heterocigota compuesta en el gen COQ7 del cromosoma 16p12.",1
DOID:0081429,IAO:0000115,An autosomal recessive distal hereditary motor neuronopathy characterized by distal muscle weakness and atrophy predominantly affecting the lower limbs and resulting in gait abnormalities and that has_material_basis_in homozygous or compound heterozygous mutation in the VRK1 gene on chromosome 14q32.,en,es,Neuronopatía motora hereditaria distal autosómica recesiva caracterizada por debilidad y atrofia muscular distal que afecta predominantemente a las extremidades inferiores y provoca anomalías en la marcha y que presenta una mutación homocigota o heterocigota compuesta en el gen VRK1 del cromosoma 14q32.,1
DOID:0081430,IAO:0000115,"An autosomal dominant intellectual developmental disorder that is characterized by global developmental delay, variable intellectual disability, impaired speech development, and behavioral abnormalities, most commonly on the autism spectrum and that has_material_basis_in heterozygous mutation in the TANC2 gene on chromosome 17q23.",en,es,"Trastorno del desarrollo intelectual autosómico dominante que se caracteriza por retraso global del desarrollo,  discapacidad intelectual variable,  alteraciones del desarrollo del habla y anomalías del comportamiento,  más comúnmente en el espectro autista y que presenta una mutación heterocigota en el gen TAC2 del cromosoma 17q23.",1
DOID:0090001,IAO:0000115,"A syndrome characterized by cryptophthalmos, syndactyly, ambiguous genitalia, laryngeal and genitourinary malformations, oral clefting, and mental retardation that has_material_basis_in homozygous or compound heterozygous mutation in the FRAS1 gene on chromosome 4q21, the FREM2 gene on chromosome 13q13, or the GRIP1 gene on chromosome 12q14.",en,es,"Síndrome caracterizado por criptoftalmos,  sindactilia,  genitales ambiguos,  malformaciones laríngeas y genitourinarias,  hendidura oral y retraso mental que presenta una mutación homocigota o heterocigota compuesta en el gen FRAS1 del cromosoma 4q21,  el gen FREM2 del cromosoma 13q13 o el gen GRIP1 del cromosoma 12q14.",1
DOID:0090002,IAO:0000115,"A syndrome that is characterized by congenital profound bilateral sensorineural hearing loss and generalized albino-like hypopigmentation of skin, eyes and hair that has_material_basis_in mutation in the MITF gene on chromosome 3p13.",en,es,"Síndrome que se caracteriza por hipoacusia neurosensorial bilateral profunda congénita e hipopigmentación generalizada de tipo albino en piel,  ojos y cabello que presenta mutación en el gen MITF del cromosoma 3p13.",1
DOID:0090003,IAO:0000115,"A neurodegenerative disease characterized by autosomal recessive inheritance with early onset of severe sensory-motor polyneuropathy, variable degree of agenesis of the corpus callosum, amyotrophy, hypotonia, and cognitive impairment that has_material_basis_in homozygous or compound heterozygous mutation in the SLC12A6 gene on chromosome 15q14.",en,es,"Enfermedad neurodegenerativa caracterizada por herencia autosómica recesiva con aparición precoz de polineuropatía sensitivo-motora grave,  grado variable de agenesia del cuerpo calloso,  amiotrofia,  hipotonía y deterioro cognitivo que presenta una mutación homocigota o heterocigota compuesta en el gen SLC12A6 del cromosoma 15q14.",1
DOID:0090004,IAO:0000115,"A osteochondrodysplasia characterized by autosomal recessive inheritance with typical onset around 3 years of age, progressive severe degenerative joint disease, platyspondyly, epiphyseal enlargement but absence of inflammatory joint disease that has_material_basis_in homozygous or compound heterozygous mutation in the CHST3 gene on chromosome 10q22.",en,es,"Una osteocondrodisplasia caracterizada por herencia autosómica recesiva con inicio típico alrededor de los 3 años de edad,  enfermedad articular degenerativa grave progresiva,  platispondilia,  agrandamiento epifisario pero ausencia de enfermedad articular inflamatoria que presenta una mutación homocigota o heterocigota compuesta en el gen CHST3 del cromosoma 10q22.",1
DOID:0090005,IAO:0000115,A syndrome characterized by neuromyotonia and chondrodysplasia that has_material_basis_in hypomorphic mutations in the HSPG2 gene on chromosome 1p36.,en,es,Síndrome caracterizado por neuromiotonía y condrodisplasia que presenta mutaciones hipomórficas en el gen HSPG2 del cromosoma 1p36.,1
DOID:0090006,IAO:0000115,A syndrome characterized by optic nerve coloboma and renal disease that has_material_basis_in heterozygous mutation in the PAX2 gene on chromosome 10q24.,en,es,Síndrome caracterizado por coloboma del nervio óptico y enfermedad renal que presenta una mutación heterocigota en el gen PAX2 del cromosoma 10q24.,1
DOID:0090007,IAO:0000115,"A syndrome characterized by immunodeficiency, rearrangements in the vicinity of the centromeres of chromosomes 1, 9, and 16 and facial anomalies in most cases.",en,es,"Síndrome caracterizado por inmunodeficiencia,  reordenamientos en las proximidades de los centrómeros de los cromosomas 1,  9 y 16 y anomalías faciales en la mayoría de los casos.",1
DOID:0090008,IAO:0000115,"An immunodeficiency-centromeric instability-facial anomalies syndrome characterized by autosomal recessive inheritance, facial dysmorphism and immunoglobulin deficiency of lymphocytes that has_material_basis_in homozygous or compound heterozygous mutation in the DNMT3B gene on chromosome 20q11.2.",en,es,"Síndrome de inmunodeficiencia-inestabilidad centromérica-anomalías faciales caracterizado por herencia autosómica recesiva,  dismorfismo facial y deficiencia de inmunoglobulinas de los linfocitos que presenta una mutación homocigota o heterocigota compuesta en el gen DNMT3B del cromosoma 20q11.2.",1
DOID:0090009,IAO:0000115,"An immunodeficiency-centromeric instability-facial anomalies syndrome characterized by autosomal recessive inheritance, facial dysmorphism, immunoglobulin deficiency resulting in recurrent infections, and mental retardation that has_material_basis_in homozygous or compound heterozygous mutation in the ZBTB24 gene on chromosome 6q21.",en,es,"Síndrome de inmunodeficiencia-inestabilidad centromérica-anomalías faciales caracterizado por herencia autosómica recesiva,  dismorfismo facial,  deficiencia de inmunoglobulinas que provoca infecciones recurrentes y retraso mental que presenta una mutación homocigota o heterocigota compuesta en el gen ZBTB24 del cromosoma 6q21.",1
DOID:0090010,IAO:0000115,"An immunodeficiency-centromeric instability-facial anomalies syndrome characterized by autosomal recessive inheritance, recurrent infections in childhood and variable dysmorphic facial features that has_material_basis_in homozygous mutation in the CDCA7 gene on chromosome 2q31.",en,es,"Síndrome de inmunodeficiencia-inestabilidad centromérica-anomalías faciales caracterizado por herencia autosómica recesiva,  infecciones recurrentes en la infancia y rasgos faciales dismórficos variables que presenta una mutación homocigota en el gen CDCA7 del cromosoma 2q31.",1
DOID:0090011,IAO:0000115,"An immunodeficiency-centromeric instability-facial anomalies syndrome characterized by autosomal recessive inheritance, recurrent infections in childhood and variable dysmorphic facial features that has_material_basis_in homozygous or compound heterozygous mutation in the HELLS gene on chromosome 10q23.",en,es,"Síndrome de inmunodeficiencia-inestabilidad centromérica-anomalías faciales caracterizado por herencia autosómica recesiva,  infecciones recurrentes en la infancia y rasgos faciales dismórficos variables que presenta una mutación homocigota o heterocigota compuesta en el gen HELLS del cromosoma 10q23.",1
DOID:0090012,IAO:0000115,"A severe combined immunodeficiency characterized by being T cell-negative, B cell-negative and natural killer cell-positive with sensitivity to ionizing radiation and that has_material_basis_in mutation in the DCLRE1C gene on chromosome 10p13.",en,es,"Una inmunodeficiencia combinada grave caracterizada por ser de células T negativas,  células B negativas y células asesinas naturales positivas con sensibilidad a las radiaciones ionizantes y que presenta herencia autosómica recesiva en el gen DCLRE1C del cromosoma 10p13.",1
DOID:0090013,IAO:0000115,"A severe combined immunodeficiency characterized by being T cell-negative, B cell-negative and natural killer cell-positive and that has_material_basis_in mutation in the RAG1 and RAG2 genes on chromosome 11p12.",en,es,"Inmunodeficiencia combinada grave caracterizada por ser de células T negativas,  células B negativas y células asesinas naturales positivas y que presenta mutación en los genes RAG1 y RAG2 en el cromosoma 11p12.",1
DOID:0090014,IAO:0000115,"A severe combined immunodeficiency characterized by being T cell-negative, B cell-positive and natural killer cell-positive and that has_material_basis_in homozygous or compound heterozygous mutation in the IL7R gene on chromosome 5p13 or the CD45 gene on chromosome 1q31.",en,es,"Inmunodeficiencia combinada grave caracterizada por ser de células T negativas,  células B positivas y células NK positivas y que presenta una mutación homocigota o heterocigota compuesta en el gen IL7R del cromosoma 5p13 o en el gen CD45 del cromosoma 1q31.",1
DOID:0090015,IAO:0000115,"A dysostosis characterized by syndactyly, malformation of the forearm and lower limb bones, renal hypoplasia or aplasia and that has_material_basis_in homozygous or compound heterozygous mutation in the LRP4 gene on chromosome 11p11.",en,es,"Disostosis caracterizada por sindactilia,  malformación de los huesos del antebrazo y de las extremidades inferiores,  hipoplasia o aplasia renal y que presenta una mutación homocigota o heterocigota compuesta en el gen LRP4 del cromosoma 11p11.",1
