class,synonym,clase,sinónimo,class_match
http://purl.obolibrary.org/obo/DOID_0060341,agnathia-holoprosencephaly-situs inversus syndrome,http://purl.obolibrary.org/obo/DOID_0060341,síndrome de agnatia holoprosencefalia-situs inversus,TRUE
http://purl.obolibrary.org/obo/DOID_0060341,dysgnathia complex agnathia-holoprosencephaly,http://purl.obolibrary.org/obo/DOID_0060341,disgnasia compleja agnatia-holoprosencefalia,TRUE
http://purl.obolibrary.org/obo/DOID_0060341,holoprosencephaly-agnathia,http://purl.obolibrary.org/obo/DOID_0060341,holoprosencefalia-agnatia,TRUE
http://purl.obolibrary.org/obo/DOID_0060341,otocephaly,http://purl.obolibrary.org/obo/DOID_0060341,otocefalia,TRUE
http://purl.obolibrary.org/obo/DOID_0060445,CSCD,http://purl.obolibrary.org/obo/DOID_0060445,CSCD,TRUE
http://purl.obolibrary.org/obo/DOID_0060445,congenital hereditary stromal dystrophy,http://purl.obolibrary.org/obo/DOID_0060445,distrofia estromal hereditaria congénita,TRUE
http://purl.obolibrary.org/obo/DOID_0060559,LCCS1,http://purl.obolibrary.org/obo/DOID_0060559,LCCS1,TRUE
http://purl.obolibrary.org/obo/DOID_0060559,"multiple contracture syndrome, Finnish type",http://purl.obolibrary.org/obo/DOID_0060559,"síndrome de contractura múltiple, tipo finlandés",TRUE
http://purl.obolibrary.org/obo/DOID_0060560,LCCS2,http://purl.obolibrary.org/obo/DOID_0060560,LCCS2,TRUE
http://purl.obolibrary.org/obo/DOID_0060560,"multiple contracture syndrome, Israeli-Bedouin type",http://purl.obolibrary.org/obo/DOID_0060560,"síndrome de contractura múltiple, tipo israelí-Bedouin",TRUE
http://purl.obolibrary.org/obo/DOID_13832,Patent ductus Botalli,http://purl.obolibrary.org/obo/DOID_13832,Conducto persistente de Botalli,TRUE
http://purl.obolibrary.org/obo/DOID_13832,"ductus arteriosus, Patent",http://purl.obolibrary.org/obo/DOID_13832,"conducto arterioso, patente",TRUE
http://purl.obolibrary.org/obo/DOID_0060613,X-linked cleft palate and ankyloglossia,http://purl.obolibrary.org/obo/DOID_0060613,paladar hendido ligado al cromosoma X y anquiloglosia,TRUE
http://purl.obolibrary.org/obo/DOID_674,Palatoschisis,http://purl.obolibrary.org/obo/DOID_674,Palatosquisis,TRUE
http://purl.obolibrary.org/obo/DOID_0060638,NDH syndrome,http://purl.obolibrary.org/obo/DOID_0060638,síndrome NDH,TRUE
http://purl.obolibrary.org/obo/DOID_0060649,CHED,http://purl.obolibrary.org/obo/DOID_0060649,CHED,TRUE
http://purl.obolibrary.org/obo/DOID_0060653,Israeli Bedouin type B multiple contracture syndrome,http://purl.obolibrary.org/obo/DOID_0060653,síndrome de contractura múltiple beduino israelí de tipo B,TRUE
http://purl.obolibrary.org/obo/DOID_0060655,ARCI,http://purl.obolibrary.org/obo/DOID_0060655,ARCI,TRUE
http://purl.obolibrary.org/obo/DOID_0060655,lamellar ichthyosis,http://purl.obolibrary.org/obo/DOID_0060655,ictiosis laminar,TRUE
http://purl.obolibrary.org/obo/DOID_0060655,non bullous congenital ichthyosiform erythroderma,http://purl.obolibrary.org/obo/DOID_0060655,eritrodermia ictiosiforme congénita no bullosa,TRUE
http://purl.obolibrary.org/obo/DOID_0060656,ARCI1,http://purl.obolibrary.org/obo/DOID_0060656,ARCI1,TRUE
http://purl.obolibrary.org/obo/DOID_0060656,bathing suit ichthyosis,http://purl.obolibrary.org/obo/DOID_0060656,ictiosis del bañador,TRUE
http://purl.obolibrary.org/obo/DOID_0060710,ARCI2,http://purl.obolibrary.org/obo/DOID_0060710,ARCI2,TRUE
http://purl.obolibrary.org/obo/DOID_0060710,BROCQ congenital ichthyosiform erythroderma nonbullous form,http://purl.obolibrary.org/obo/DOID_0060710,BROCQ forma no bullosa de eritrodermia ictiosiforme congénita,TRUE
http://purl.obolibrary.org/obo/DOID_0060710,NCIE1,http://purl.obolibrary.org/obo/DOID_0060710,NCIE1,TRUE
http://purl.obolibrary.org/obo/DOID_0060710,nonbullous congenital ichthyosiform erythroderma 1,http://purl.obolibrary.org/obo/DOID_0060710,eritrodermia ictiosiforme congénita no bullosa 1,TRUE
http://purl.obolibrary.org/obo/DOID_0060711,ARCI3,http://purl.obolibrary.org/obo/DOID_0060711,ARCI3,TRUE
http://purl.obolibrary.org/obo/DOID_0060711,lamellar ichthyosis 5,http://purl.obolibrary.org/obo/DOID_0060711,ictiosis laminar 5,TRUE
http://purl.obolibrary.org/obo/DOID_0060712,ARCI4A,http://purl.obolibrary.org/obo/DOID_0060712,ARCI4A,TRUE
http://purl.obolibrary.org/obo/DOID_0060712,ICR2B,http://purl.obolibrary.org/obo/DOID_0060712,ICR2B,TRUE
http://purl.obolibrary.org/obo/DOID_0060712,ichthyosis congenita IIB,http://purl.obolibrary.org/obo/DOID_0060712,ictiosis congénita IIB,TRUE
http://purl.obolibrary.org/obo/DOID_0060712,lamellar ichthyosis 2,http://purl.obolibrary.org/obo/DOID_0060712,ictiosis laminar 2,TRUE
http://purl.obolibrary.org/obo/DOID_0060713,ARCI4B,http://purl.obolibrary.org/obo/DOID_0060713,ARCI4B,TRUE
http://purl.obolibrary.org/obo/DOID_0060713,harlequin ichthyosis,http://purl.obolibrary.org/obo/DOID_0060713,ictiosis arlequín,TRUE
http://purl.obolibrary.org/obo/DOID_0060713,harlequin type ichthyosis congenita,http://purl.obolibrary.org/obo/DOID_0060713,ictiosis congénita de tipo arlequín,TRUE
http://purl.obolibrary.org/obo/DOID_0060713,harlequin type ichthyosis fetalis,http://purl.obolibrary.org/obo/DOID_0060713,ictiosis fetal de tipo arlequín,TRUE
http://purl.obolibrary.org/obo/DOID_0060714,ARCI5,http://purl.obolibrary.org/obo/DOID_0060714,ARCI5,TRUE
http://purl.obolibrary.org/obo/DOID_0060714,autosomal recessive congenital nonlamellar and nonerythrodermic ichthyosis,http://purl.obolibrary.org/obo/DOID_0060714,ictiosis congénita autosómica recesiva no laminar y no eritrodérmica,TRUE
http://purl.obolibrary.org/obo/DOID_0060715,ARCI6,http://purl.obolibrary.org/obo/DOID_0060715,ARCI6,TRUE
http://purl.obolibrary.org/obo/DOID_0060716,ARCI7,http://purl.obolibrary.org/obo/DOID_0060716,ARCI7,TRUE
http://purl.obolibrary.org/obo/DOID_0060717,ARCI8,http://purl.obolibrary.org/obo/DOID_0060717,ARCI8,TRUE
http://purl.obolibrary.org/obo/DOID_0060717,lamellar ichthyosis 4,http://purl.obolibrary.org/obo/DOID_0060717,ictiosis laminar 4,TRUE
http://purl.obolibrary.org/obo/DOID_0060717,late-onset lamellar ichthyosis,http://purl.obolibrary.org/obo/DOID_0060717,ictiosis lamelar de aparición tardía,TRUE
http://purl.obolibrary.org/obo/DOID_0060718,ARCI9,http://purl.obolibrary.org/obo/DOID_0060718,ARCI9,TRUE
http://purl.obolibrary.org/obo/DOID_0060719,ARCI10,http://purl.obolibrary.org/obo/DOID_0060719,ARCI10,TRUE
http://purl.obolibrary.org/obo/DOID_0060720,IFAH syndrome,http://purl.obolibrary.org/obo/DOID_0060720,síndrome IFAH,TRUE
http://purl.obolibrary.org/obo/DOID_0060720,IHS,http://purl.obolibrary.org/obo/DOID_0060720,IHS,TRUE
http://purl.obolibrary.org/obo/DOID_0060720,autosomal recessive ichthyosis with hypotrichosis,http://purl.obolibrary.org/obo/DOID_0060720,ictiosis autosómica recesiva con hipotricosis,TRUE
http://purl.obolibrary.org/obo/DOID_0060720,hypotrichosis-congenital ichthyosis syndrome,http://purl.obolibrary.org/obo/DOID_0060720,síndrome de hipotricosis-ictiosis congénita,TRUE
http://purl.obolibrary.org/obo/DOID_0060720,ichthyosis and follicular atrophoderma with hypotrichosis and hypohidrosis,http://purl.obolibrary.org/obo/DOID_0060720,ictiosis y atrofodermia folicular con hipotricosis e hipohidrosis,TRUE
http://purl.obolibrary.org/obo/DOID_0060720,ichthyosis-follicular atrophoderma-hypotrichosis syndrome,http://purl.obolibrary.org/obo/DOID_0060720,síndrome de ictiosis-atrofodermia folicular-hipotricosis,TRUE
http://purl.obolibrary.org/obo/DOID_0060720,ichthyosis-follicular atrophoderma-hypotrichosis-hypohidrosis syndrome,http://purl.obolibrary.org/obo/DOID_0060720,síndrome de ictiosis-atrofodermia folicular-hipotricosis-hipohidrosis,TRUE
http://purl.obolibrary.org/obo/DOID_0060720,ichthyosis-hypotrichosis syndrome,http://purl.obolibrary.org/obo/DOID_0060720,síndrome de ictiosis-hipotiosis,TRUE
http://purl.obolibrary.org/obo/DOID_0060731,CCHS,http://purl.obolibrary.org/obo/DOID_0060731,CCHS,TRUE
http://purl.obolibrary.org/obo/DOID_0060731,Ondine curse,http://purl.obolibrary.org/obo/DOID_0060731,maldición de Ondina,TRUE
http://purl.obolibrary.org/obo/DOID_0060731,Ondine syndrome,http://purl.obolibrary.org/obo/DOID_0060731,Síndrome de Ondina,TRUE
http://purl.obolibrary.org/obo/DOID_0060731,central congenital hypoventilation syndrome,http://purl.obolibrary.org/obo/DOID_0060731,síndrome de hipoventilación congénita central,TRUE
http://purl.obolibrary.org/obo/DOID_0060731,congenital central alveolar hypoventilation syndrome,http://purl.obolibrary.org/obo/DOID_0060731,síndrome de hipoventilación alveolar central congénita,TRUE
http://purl.obolibrary.org/obo/DOID_0060769,alymphoid cystic thymic dysgenesis,http://purl.obolibrary.org/obo/DOID_0060769,disgenesia tímica quística linfoide,TRUE
http://purl.obolibrary.org/obo/DOID_0060769,severe T-cell immunodeficiency-congenital alopecia-nail dystrophy syndrome,http://purl.obolibrary.org/obo/DOID_0060769,síndrome de inmunodeficiencia grave de células T-alopecia congénita-distrofia de uñas,TRUE
http://purl.obolibrary.org/obo/DOID_0060769,winged helix deficiency,http://purl.obolibrary.org/obo/DOID_0060769,deficiencia de hélice alada,TRUE
http://purl.obolibrary.org/obo/DOID_0060770,D-TGA,http://purl.obolibrary.org/obo/DOID_0060770,D-TGA,TRUE
http://purl.obolibrary.org/obo/DOID_0060770,DTGA1,http://purl.obolibrary.org/obo/DOID_0060770,DTGA1,TRUE
http://purl.obolibrary.org/obo/DOID_0060770,congenitally uncorrected transposition of the great arteries,http://purl.obolibrary.org/obo/DOID_0060770,transposición congénita no corregida de las grandes arterias,TRUE
http://purl.obolibrary.org/obo/DOID_0060770,congenitally uncorrected transposition of the great vessels,http://purl.obolibrary.org/obo/DOID_0060770,transposición congénita no corregida de los grandes vasos,TRUE
http://purl.obolibrary.org/obo/DOID_0060770,isolated ventriculoarterial discordance,http://purl.obolibrary.org/obo/DOID_0060770,discordancia ventrículo arterial aislada,TRUE
http://purl.obolibrary.org/obo/DOID_0060770,ventriculoarterial discordance with atrioventricular concordance,http://purl.obolibrary.org/obo/DOID_0060770,discordancia ventrículo arterial con concordancia auriculoventricular,TRUE
http://purl.obolibrary.org/obo/DOID_1682,Congenital Heart Defects,http://purl.obolibrary.org/obo/DOID_1682,Defectos cardiacos congénitos,TRUE
http://purl.obolibrary.org/obo/DOID_1682,Congenital anomaly of heart,http://purl.obolibrary.org/obo/DOID_1682,Anomalía congénita del corazón,TRUE
http://purl.obolibrary.org/obo/DOID_1682,Heart Malformation,http://purl.obolibrary.org/obo/DOID_1682,Malformación cardiaca,TRUE
http://purl.obolibrary.org/obo/DOID_1682,congenital heart defect,http://purl.obolibrary.org/obo/DOID_1682,defecto cardíaco congénito,TRUE
http://purl.obolibrary.org/obo/DOID_1682,heart defect,http://purl.obolibrary.org/obo/DOID_1682,defecto cardíaco,TRUE
http://purl.obolibrary.org/obo/DOID_1682,Heart-congenital defect,http://purl.obolibrary.org/obo/DOID_1682,Defecto congénito del corazón,TRUE
http://purl.obolibrary.org/obo/DOID_0060772,DTGA3,http://purl.obolibrary.org/obo/DOID_0060772,DTGA3,TRUE
http://purl.obolibrary.org/obo/DOID_0060772,dextro-looped transposition of the great arteries 3,http://purl.obolibrary.org/obo/DOID_0060772,transposición dextrógira de las grandes arterias 3,TRUE
http://purl.obolibrary.org/obo/DOID_0060775,Davidson disease,http://purl.obolibrary.org/obo/DOID_0060775,enfermedad de Davidson,TRUE
http://purl.obolibrary.org/obo/DOID_0060775,MVD,http://purl.obolibrary.org/obo/DOID_0060775,MVD,TRUE
http://purl.obolibrary.org/obo/DOID_0060775,congenital familial protracted diarrhea with enterocyte brush-border abnormalities,http://purl.obolibrary.org/obo/DOID_0060775,diarrea prolongada familiar congénita con anomalías del borde en cepillo de los enterocitos,TRUE
http://purl.obolibrary.org/obo/DOID_0060775,congenital microvillus atrophy,http://purl.obolibrary.org/obo/DOID_0060775,atrofia congénita de microvellosidades,TRUE
http://purl.obolibrary.org/obo/DOID_0060775,diarrhea 2 with microvillus atrophy,http://purl.obolibrary.org/obo/DOID_0060775,diarrea 2 con atrofia microvellositaria,TRUE
http://purl.obolibrary.org/obo/DOID_0060775,intractable diarrhea of infancy,http://purl.obolibrary.org/obo/DOID_0060775,diarrea infantil intratable,TRUE
http://purl.obolibrary.org/obo/DOID_0060776,DIAR5,http://purl.obolibrary.org/obo/DOID_0060776,DIAR5,TRUE
http://purl.obolibrary.org/obo/DOID_0060776,congenital diarrhoea 5 with tufting enteropathy,http://purl.obolibrary.org/obo/DOID_0060776,diarrea congénita 5 con enteropatía en penacho,TRUE
http://purl.obolibrary.org/obo/DOID_0060776,congenital familial intractable diarrhea with epithelial or epithelium abnormalities,http://purl.obolibrary.org/obo/DOID_0060776,diarrea familiar congénita intratable con anomalías epiteliales o epiteliales,TRUE
http://purl.obolibrary.org/obo/DOID_0060776,congenital familial intractable diarrhoea with epithelial or epithelium abnormalities,http://purl.obolibrary.org/obo/DOID_0060776,diarrea familiar congénita intratable con anomalías epiteliales o epiteliales,TRUE
http://purl.obolibrary.org/obo/DOID_0060776,congenital tufting enteropathy,http://purl.obolibrary.org/obo/DOID_0060776,enteropatía congénita en penacho,TRUE
http://purl.obolibrary.org/obo/DOID_0060776,tufting enteropathy,http://purl.obolibrary.org/obo/DOID_0060776,enteropatía en penacho,TRUE
http://purl.obolibrary.org/obo/DOID_0060777,DIAR8,http://purl.obolibrary.org/obo/DOID_0060777,DIAR8,TRUE
http://purl.obolibrary.org/obo/DOID_0060778,congenital chronic diarrhea with exudative enteropathy,http://purl.obolibrary.org/obo/DOID_0060778,diarrea crónica congénita con enteropatía exudativa,TRUE
http://purl.obolibrary.org/obo/DOID_0060778,congenital chronic diarrhea with protein-losing enteropathy,http://purl.obolibrary.org/obo/DOID_0060778,diarrea crónica congénita con enteropatía perdedora de proteínas,TRUE
http://purl.obolibrary.org/obo/DOID_0060778,congenital chronic diarrhoea with exudative enteropathy,http://purl.obolibrary.org/obo/DOID_0060778,diarrea crónica congénita con enteropatía exudativa,TRUE
http://purl.obolibrary.org/obo/DOID_0060778,congenital chronic diarrhoea with protein-losing enteropathy,http://purl.obolibrary.org/obo/DOID_0060778,diarrea crónica congénita con enteropatía perdedora de proteínas,TRUE
http://purl.obolibrary.org/obo/DOID_0060778,congenital diarrhoea 7 with exudative enteropathy,http://purl.obolibrary.org/obo/DOID_0060778,diarrea congénita 7 con enteropatía exudativa,TRUE
http://purl.obolibrary.org/obo/DOID_0060779,congenital malabsorptive diarrhea due to paucity of enteroendocrine cells,http://purl.obolibrary.org/obo/DOID_0060779,diarrea malabsortiva congénita debida a la escasez de células enteroendocrinas,TRUE
http://purl.obolibrary.org/obo/DOID_0060779,congenital malabsorptive diarrhoea 4,http://purl.obolibrary.org/obo/DOID_0060779,diarrea malabsortiva congénita 4,TRUE
http://purl.obolibrary.org/obo/DOID_0060779,congenital malabsorptive diarrhoea due to paucity of enteroendocrine cells,http://purl.obolibrary.org/obo/DOID_0060779,diarrea malabsortiva congénita por escasez de células enteroendocrinas,TRUE
http://purl.obolibrary.org/obo/DOID_0060779,enteric anendocrinosis,http://purl.obolibrary.org/obo/DOID_0060779,anendocrinosis entérica,TRUE
http://purl.obolibrary.org/obo/DOID_0060780,chronic diarrhea due to guanylate cyclase 2C overactivity,http://purl.obolibrary.org/obo/DOID_0060780,diarrea crónica debida a la hiperactividad de la guanilato ciclasa 2C,TRUE
http://purl.obolibrary.org/obo/DOID_0060780,chronic diarrhoea due to guanylate cyclase 2C overactivity,http://purl.obolibrary.org/obo/DOID_0060780,diarrea crónica debida a la hiperactividad de la guanilato ciclasa 2C,TRUE
http://purl.obolibrary.org/obo/DOID_0060780,congenital diarrhoea 6,http://purl.obolibrary.org/obo/DOID_0060780,diarrea congénita 6,TRUE
http://purl.obolibrary.org/obo/DOID_0060781,congenital secretory sodium diarrhea 3 syndromic,http://purl.obolibrary.org/obo/DOID_0060781,diarrea sódica secretora congénita 3 sindrómica,TRUE
http://purl.obolibrary.org/obo/DOID_0060781,congenital secretory sodium diarrhea 3 with or without other congenital anomalies,http://purl.obolibrary.org/obo/DOID_0060781,diarrea sódica secretora congénita 3 con o sin otras anomalías congénitas,TRUE
http://purl.obolibrary.org/obo/DOID_0060781,congenital secretory sodium diarrhoea 3,http://purl.obolibrary.org/obo/DOID_0060781,diarrea sódica secretora congénita 3,TRUE
http://purl.obolibrary.org/obo/DOID_0060781,congenital secretory sodium diarrhoea 3 syndromic,http://purl.obolibrary.org/obo/DOID_0060781,diarrea sódica secretora congénita 3 sindrómica,TRUE
http://purl.obolibrary.org/obo/DOID_0060781,congenital secretory sodium diarrhoea 3 with or without other congenital anomalies,http://purl.obolibrary.org/obo/DOID_0060781,diarrea sódica secretora congénita 3 con o sin otras anomalías congénitas,TRUE
http://purl.obolibrary.org/obo/DOID_0060856,Ivemark syndrome,http://purl.obolibrary.org/obo/DOID_0060856,síndrome de Ivemark,TRUE
http://purl.obolibrary.org/obo/DOID_0060856,asplenia with cardiovascular anomalies,http://purl.obolibrary.org/obo/DOID_0060856,asplenia con anomalías cardiovasculares,TRUE
http://purl.obolibrary.org/obo/DOID_0060902,lissencephaly 2,http://purl.obolibrary.org/obo/DOID_0060902,lisencefalia 2,TRUE
http://purl.obolibrary.org/obo/DOID_0060902,"lissencephaly syndrome, Norman-Roberts type",http://purl.obolibrary.org/obo/DOID_0060902,"síndrome de lisencefalia, tipo Norman-Roberts",TRUE
http://purl.obolibrary.org/obo/DOID_0070123,CHNG4,http://purl.obolibrary.org/obo/DOID_0070123,CHNG4,TRUE
http://purl.obolibrary.org/obo/DOID_0070123,isolated thyrotropin deficiency,http://purl.obolibrary.org/obo/DOID_0070123,deficiencia aislada de tirotropina,TRUE
http://purl.obolibrary.org/obo/DOID_0070124,CHNG2,http://purl.obolibrary.org/obo/DOID_0070124,CHNG2,TRUE
http://purl.obolibrary.org/obo/DOID_0070124,congenital hypothyroidism due to thyroid dysgenesis or hypoplasia,http://purl.obolibrary.org/obo/DOID_0070124,hipotiroidismo congénito debido a disgenesia o hipoplasia tiroidea,TRUE
http://purl.obolibrary.org/obo/DOID_0070125,CHNG5,http://purl.obolibrary.org/obo/DOID_0070125,CHNG5,TRUE
http://purl.obolibrary.org/obo/DOID_0070126,CHNG1,http://purl.obolibrary.org/obo/DOID_0070126,CHNG1,TRUE
http://purl.obolibrary.org/obo/DOID_0070126,TSH resistance,http://purl.obolibrary.org/obo/DOID_0070126,resistencia a la TSH,TRUE
http://purl.obolibrary.org/obo/DOID_0070127,CHNG3,http://purl.obolibrary.org/obo/DOID_0070127,CHNG3,TRUE
http://purl.obolibrary.org/obo/DOID_0070128,CHNG6,http://purl.obolibrary.org/obo/DOID_0070128,CHNG6,TRUE
http://purl.obolibrary.org/obo/DOID_0070253,Alkuraya syndrome,http://purl.obolibrary.org/obo/DOID_0070253,Síndrome de Alkuraya,TRUE
http://purl.obolibrary.org/obo/DOID_0070253,CDG IIa,http://purl.obolibrary.org/obo/DOID_0070253,CDG IIa,TRUE
http://purl.obolibrary.org/obo/DOID_0070253,CDG2A,http://purl.obolibrary.org/obo/DOID_0070253,CDG2A,TRUE
http://purl.obolibrary.org/obo/DOID_0070253,CDGIIa,http://purl.obolibrary.org/obo/DOID_0070253,CDGIIa,TRUE
http://purl.obolibrary.org/obo/DOID_0070253,CDGS2,http://purl.obolibrary.org/obo/DOID_0070253,CDGS2,TRUE
http://purl.obolibrary.org/obo/DOID_0070253,"carbohydrate-deficient glycoprotein syndrome, type II",http://purl.obolibrary.org/obo/DOID_0070253,"síndrome de glucoproteína deficiente en carbohidratos, tipo II",TRUE
http://purl.obolibrary.org/obo/DOID_0070253,"congenital disorder of glycosylation, type IIa",http://purl.obolibrary.org/obo/DOID_0070253,"trastorno congénito de la glicosilación, tipo IIa",TRUE
http://purl.obolibrary.org/obo/DOID_0070253,"mental retardation, growth retardation, prominent columella, and open mouth",http://purl.obolibrary.org/obo/DOID_0070253,"retraso mental, retraso del crecimiento, columela prominente y boca abierta",TRUE
http://purl.obolibrary.org/obo/DOID_0070254,CDG IIb,http://purl.obolibrary.org/obo/DOID_0070254,CDG IIb,TRUE
http://purl.obolibrary.org/obo/DOID_0070254,CDG2B,http://purl.obolibrary.org/obo/DOID_0070254,CDG2B,TRUE
http://purl.obolibrary.org/obo/DOID_0070254,CDGIIb,http://purl.obolibrary.org/obo/DOID_0070254,CDGIIb,TRUE
http://purl.obolibrary.org/obo/DOID_0070254,glucosidase I deficiency,http://purl.obolibrary.org/obo/DOID_0070254,deficiencia de glucosidasa I,TRUE
http://purl.obolibrary.org/obo/DOID_0070255,CDG IIc,http://purl.obolibrary.org/obo/DOID_0070255,CDG IIc,TRUE
http://purl.obolibrary.org/obo/DOID_0070255,CDG2C,http://purl.obolibrary.org/obo/DOID_0070255,CDG2C,TRUE
http://purl.obolibrary.org/obo/DOID_0070255,CDGIIc,http://purl.obolibrary.org/obo/DOID_0070255,CDGIIc,TRUE
http://purl.obolibrary.org/obo/DOID_0070255,Rambam-Hasharon syndrome,http://purl.obolibrary.org/obo/DOID_0070255,síndrome de Rambam-Hasharon,TRUE
http://purl.obolibrary.org/obo/DOID_0070256,CDG IId,http://purl.obolibrary.org/obo/DOID_0070256,CDG IId,TRUE
http://purl.obolibrary.org/obo/DOID_0070256,CDG2D,http://purl.obolibrary.org/obo/DOID_0070256,CDG2D,TRUE
http://purl.obolibrary.org/obo/DOID_0070256,CDGIId,http://purl.obolibrary.org/obo/DOID_0070256,CDGIId,TRUE
http://purl.obolibrary.org/obo/DOID_0070257,CDG IIe,http://purl.obolibrary.org/obo/DOID_0070257,CDG IIe,TRUE
http://purl.obolibrary.org/obo/DOID_0070257,CDG syndrome type IIe,http://purl.obolibrary.org/obo/DOID_0070257,síndrome CDG tipo IIe,TRUE
http://purl.obolibrary.org/obo/DOID_0070257,CDG2E,http://purl.obolibrary.org/obo/DOID_0070257,CDG2E,TRUE
http://purl.obolibrary.org/obo/DOID_0070257,CDGIIde,http://purl.obolibrary.org/obo/DOID_0070257,CDGIIde,TRUE
http://purl.obolibrary.org/obo/DOID_0070257,COG7-CDG,http://purl.obolibrary.org/obo/DOID_0070257,COG7-CDG,TRUE
http://purl.obolibrary.org/obo/DOID_0070257,Carbohydrate deficient glycoprotein syndrome type IIe,http://purl.obolibrary.org/obo/DOID_0070257,Síndrome de glucoproteína deficiente en carbohidratos tipo IIe,TRUE
http://purl.obolibrary.org/obo/DOID_0070258,CDG IIf,http://purl.obolibrary.org/obo/DOID_0070258,CDG IIf,TRUE
http://purl.obolibrary.org/obo/DOID_0070258,CDG2F,http://purl.obolibrary.org/obo/DOID_0070258,CDG2F,TRUE
http://purl.obolibrary.org/obo/DOID_0070258,CDGIIdf,http://purl.obolibrary.org/obo/DOID_0070258,CDGIIdf,TRUE
http://purl.obolibrary.org/obo/DOID_0070258,CMP-sialic acid transporter deficiency,http://purl.obolibrary.org/obo/DOID_0070258,deficiencia del transportador de ácido siálico CMP,TRUE
http://purl.obolibrary.org/obo/DOID_0070258,Carbohydrate deficient glycoprotein syndrome type IIf,http://purl.obolibrary.org/obo/DOID_0070258,Síndrome de glucoproteína deficiente en carbohidratos tipo IIf,TRUE
http://purl.obolibrary.org/obo/DOID_0070258,SLC35A1-CDG,http://purl.obolibrary.org/obo/DOID_0070258,SLC35A1-CDG,TRUE
http://purl.obolibrary.org/obo/DOID_0070259,CDG IIg,http://purl.obolibrary.org/obo/DOID_0070259,CDG IIg,TRUE
http://purl.obolibrary.org/obo/DOID_0070259,CDG2G,http://purl.obolibrary.org/obo/DOID_0070259,CDG2G,TRUE
http://purl.obolibrary.org/obo/DOID_0070259,CDGII/COG1 cerebrocostomandibular-like syndrome,http://purl.obolibrary.org/obo/DOID_0070259,síndrome cerebro-costo-mandibular tipo CDGII/COG1,TRUE
http://purl.obolibrary.org/obo/DOID_0070259,CDGIIg,http://purl.obolibrary.org/obo/DOID_0070259,CDGIIg,TRUE
http://purl.obolibrary.org/obo/DOID_0070259,Carbohydrate deficient glycoprotein syndrome type IIg,http://purl.obolibrary.org/obo/DOID_0070259,Síndrome de glucoproteína deficiente en carbohidratos tipo IIg,TRUE
http://purl.obolibrary.org/obo/DOID_0070260,CDG IIh,http://purl.obolibrary.org/obo/DOID_0070260,CDG IIh,TRUE
http://purl.obolibrary.org/obo/DOID_0070260,CDG2H,http://purl.obolibrary.org/obo/DOID_0070260,CDG2H,TRUE
http://purl.obolibrary.org/obo/DOID_0070260,CDGIIdh,http://purl.obolibrary.org/obo/DOID_0070260,CDGIIdh,TRUE
http://purl.obolibrary.org/obo/DOID_0070260,COG8-CDG,http://purl.obolibrary.org/obo/DOID_0070260,COG8-CDG,TRUE
http://purl.obolibrary.org/obo/DOID_0070260,Carbohydrate deficient glycoprotein syndrome type IIh,http://purl.obolibrary.org/obo/DOID_0070260,Síndrome de glucoproteína deficiente en carbohidratos tipo IIh,TRUE
http://purl.obolibrary.org/obo/DOID_0070260,Congenital disorder of glycosylation type 2h,http://purl.obolibrary.org/obo/DOID_0070260,Trastorno congénito de la glicosilación tipo 2h,TRUE
http://purl.obolibrary.org/obo/DOID_0070261,CDG IIi,http://purl.obolibrary.org/obo/DOID_0070261,CDG IIi,TRUE
http://purl.obolibrary.org/obo/DOID_0070261,CDG syndrome type IIi,http://purl.obolibrary.org/obo/DOID_0070261,síndrome CDG tipo IIi,TRUE
http://purl.obolibrary.org/obo/DOID_0070261,CDG2I,http://purl.obolibrary.org/obo/DOID_0070261,CDG2I,TRUE
http://purl.obolibrary.org/obo/DOID_0070261,CDGIIdi,http://purl.obolibrary.org/obo/DOID_0070261,CDGIIdi,TRUE
http://purl.obolibrary.org/obo/DOID_0070261,COG5-CDG,http://purl.obolibrary.org/obo/DOID_0070261,COG5-CDG,TRUE
http://purl.obolibrary.org/obo/DOID_0070261,Carbohydrate deficient glycoprotein syndrome type IIi,http://purl.obolibrary.org/obo/DOID_0070261,Síndrome de glucoproteína deficiente en carbohidratos tipo IIi,TRUE
http://purl.obolibrary.org/obo/DOID_0070261,Congenital disorder of glycosylation type 2i,http://purl.obolibrary.org/obo/DOID_0070261,Trastorno congénito de la glicosilación tipo 2i,TRUE
http://purl.obolibrary.org/obo/DOID_0070262,CDG IIj,http://purl.obolibrary.org/obo/DOID_0070262,CDG IIj,TRUE
http://purl.obolibrary.org/obo/DOID_0070262,CDG syndrome type IIj,http://purl.obolibrary.org/obo/DOID_0070262,síndrome CDG tipo IIj,TRUE
http://purl.obolibrary.org/obo/DOID_0070262,CDG2J,http://purl.obolibrary.org/obo/DOID_0070262,CDG2J,TRUE
http://purl.obolibrary.org/obo/DOID_0070262,CDGIIdj,http://purl.obolibrary.org/obo/DOID_0070262,CDGIIdj,TRUE
http://purl.obolibrary.org/obo/DOID_0070262,COG4-CDG,http://purl.obolibrary.org/obo/DOID_0070262,COG4-CDG,TRUE
