class,synonym,clase,sinónimo,class_match
http://purl.obolibrary.org/obo/DOID_0080573,congenital disorder of glycosylation 1x,http://purl.obolibrary.org/obo/DOID_0080573,trastorno congénito de la glicosilación 1x,TRUE
http://purl.obolibrary.org/obo/DOID_0080574,congenital disorder of glycosylation 1y,http://purl.obolibrary.org/obo/DOID_0080574,trastorno congénito de la glicosilación 1y,TRUE
http://purl.obolibrary.org/obo/DOID_10426,Klippel-Feil and Turner syndrome,http://purl.obolibrary.org/obo/DOID_10426,Klippel-Feil y síndrome de Turner,TRUE
http://purl.obolibrary.org/obo/DOID_10426,"Klippel-Feil deformity, deafness and facial asymmetry",http://purl.obolibrary.org/obo/DOID_10426,"Deformidad de Klippel-Feil, sordera y asimetría facial",TRUE
http://purl.obolibrary.org/obo/DOID_10426,autosomal dominant Klippel-Feil syndrome,http://purl.obolibrary.org/obo/DOID_10426,síndrome de Klippel-Feil autosómico dominante,TRUE
http://purl.obolibrary.org/obo/DOID_10426,congenital dystrophia brevicollis,http://purl.obolibrary.org/obo/DOID_10426,distrofia brevicollis congénita,TRUE
http://purl.obolibrary.org/obo/DOID_10426,congenital synostosis of cervical vertebrae,http://purl.obolibrary.org/obo/DOID_10426,sinostosis congénita de las vértebras cervicales,TRUE
http://purl.obolibrary.org/obo/DOID_0080700,caudal dysgenesis syndrome,http://purl.obolibrary.org/obo/DOID_0080700,síndrome de disgenesia caudal,TRUE
http://purl.obolibrary.org/obo/DOID_0080700,caudal dysplasia sequence,http://purl.obolibrary.org/obo/DOID_0080700,secuencia de displasia caudal,TRUE
http://purl.obolibrary.org/obo/DOID_0080700,caudal regression sequence,http://purl.obolibrary.org/obo/DOID_0080700,secuencia de regresión caudal,TRUE
http://purl.obolibrary.org/obo/DOID_0080700,sacral agenesis,http://purl.obolibrary.org/obo/DOID_0080700,agenesia sacra,TRUE
http://purl.obolibrary.org/obo/DOID_0080700,sacral defect with anterior meningocele,http://purl.obolibrary.org/obo/DOID_0080700,defecto sacro con meningocele anterior,TRUE
http://purl.obolibrary.org/obo/DOID_0080833,congenital laryngomalacia,http://purl.obolibrary.org/obo/DOID_0080833,laringomalacia congénita,TRUE
http://purl.obolibrary.org/obo/DOID_0080980,Zain syndrome,http://purl.obolibrary.org/obo/DOID_0080980,síndrome de Zain,TRUE
http://purl.obolibrary.org/obo/DOID_0081021,congenital fibrosis of the extraocular muscles 4,http://purl.obolibrary.org/obo/DOID_0081021,fibrosis congénita de los músculos extraoculares 4,TRUE
http://purl.obolibrary.org/obo/DOID_14791,LCA,http://purl.obolibrary.org/obo/DOID_14791,LCA,TRUE
http://purl.obolibrary.org/obo/DOID_14791,Leber's amaurosis,http://purl.obolibrary.org/obo/DOID_14791,amaurosis de Leber,TRUE
http://purl.obolibrary.org/obo/DOID_14791,Leber's congenital amaurosis,http://purl.obolibrary.org/obo/DOID_14791,amaurosis congénita de Leber,TRUE
http://purl.obolibrary.org/obo/DOID_14791,Leber's disease,http://purl.obolibrary.org/obo/DOID_14791,enfermedad de Leber,TRUE
http://purl.obolibrary.org/obo/DOID_0081266,PAMDDFS,http://purl.obolibrary.org/obo/DOID_0081266,PAMDDFS,TRUE
http://purl.obolibrary.org/obo/DOID_2106,Batten Turner congenital myopathy,http://purl.obolibrary.org/obo/DOID_2106,miopatía congénita de Batten Turner,TRUE
http://purl.obolibrary.org/obo/DOID_2106,Thomsen and Becker disease,http://purl.obolibrary.org/obo/DOID_2106,enfermedad de Thomsen y Becker,TRUE
http://purl.obolibrary.org/obo/DOID_0081336,"Congenital myotonia, autosomal dominant form",http://purl.obolibrary.org/obo/DOID_0081336,"Miotonía congénita, forma autosómica dominante",TRUE
http://purl.obolibrary.org/obo/DOID_0081336,Thomsen's disease,http://purl.obolibrary.org/obo/DOID_0081336,enfermedad de Thomsen,TRUE
http://purl.obolibrary.org/obo/DOID_0090101,fatal congenital hypertrophic cardiomyopathy due to GSD,http://purl.obolibrary.org/obo/DOID_0090101,miocardiopatía hipertrófica congénita mortal debida a una EAG,TRUE
http://purl.obolibrary.org/obo/DOID_0090101,fatal congenital hypertrophic cardiomyopathy due to glycogenosis,http://purl.obolibrary.org/obo/DOID_0090101,miocardiopatía hipertrófica congénita mortal debida a glucogenosis,TRUE
http://purl.obolibrary.org/obo/DOID_0090101,fatal congenital nonlysosomal cardiac glycogenosis,http://purl.obolibrary.org/obo/DOID_0090101,glucogenosis cardiaca congénita no lisosómica mortal,TRUE
http://purl.obolibrary.org/obo/DOID_0090101,phosphorylase kinase deficiency of heart,http://purl.obolibrary.org/obo/DOID_0090101,deficiencia de fosforilasa quinasa del corazón,TRUE
http://purl.obolibrary.org/obo/DOID_0090118,CAMT,http://purl.obolibrary.org/obo/DOID_0090118,CAMT,TRUE
http://purl.obolibrary.org/obo/DOID_0090118,congenital amegakaryocytic thrombocytopenic purpura,http://purl.obolibrary.org/obo/DOID_0090118,púrpura trombocitopénica amegacariocítica congénita,TRUE
http://purl.obolibrary.org/obo/DOID_0090124,AMC neurogenic type,http://purl.obolibrary.org/obo/DOID_0090124,AMC tipo neurogénico,TRUE
http://purl.obolibrary.org/obo/DOID_0090124,AMC2,http://purl.obolibrary.org/obo/DOID_0090124,AMC2,TRUE
http://purl.obolibrary.org/obo/DOID_0090124,AMCN,http://purl.obolibrary.org/obo/DOID_0090124,AMCN,TRUE
http://purl.obolibrary.org/obo/DOID_0090124,"arthrogryposis multiplex congenita 2, neurogenic type",http://purl.obolibrary.org/obo/DOID_0090124,"artrogriposis múltiple congénita 2,tipo neurogénico",TRUE
http://purl.obolibrary.org/obo/DOID_0090124,arthrogryposis multiplex congenita neurogenic type,http://purl.obolibrary.org/obo/DOID_0090124,artrogriposis múltiple congénita de tipo neurogénico,TRUE
http://purl.obolibrary.org/obo/DOID_0110005,LCA9,http://purl.obolibrary.org/obo/DOID_0110005,LCA9,TRUE
http://purl.obolibrary.org/obo/DOID_0110016,LCA2,http://purl.obolibrary.org/obo/DOID_0110016,LCA2,TRUE
http://purl.obolibrary.org/obo/DOID_0110016,amaurosis congenita of Leber II,http://purl.obolibrary.org/obo/DOID_0110016,amaurosis congénita de Leber II,TRUE
http://purl.obolibrary.org/obo/DOID_0110078,LCA1,http://purl.obolibrary.org/obo/DOID_0110078,LCA1,TRUE
http://purl.obolibrary.org/obo/DOID_0110078,amaurosis congenita of Leber I,http://purl.obolibrary.org/obo/DOID_0110078,amaurosis congénita de Leber I,TRUE
http://purl.obolibrary.org/obo/DOID_0110079,LCA8,http://purl.obolibrary.org/obo/DOID_0110079,LCA8,TRUE
http://purl.obolibrary.org/obo/DOID_0110080,LCA12,http://purl.obolibrary.org/obo/DOID_0110080,LCA12,TRUE
http://purl.obolibrary.org/obo/DOID_0110106,ASD1,http://purl.obolibrary.org/obo/DOID_0110106,ASD1,TRUE
http://purl.obolibrary.org/obo/DOID_0110106,atrial septal defect 1,http://purl.obolibrary.org/obo/DOID_0110106,comunicación interauricular 1,TRUE
http://purl.obolibrary.org/obo/DOID_1882,atrial septal defect,http://purl.obolibrary.org/obo/DOID_1882,comunicación interauricular,TRUE
http://purl.obolibrary.org/obo/DOID_1882,atrioseptal defect,http://purl.obolibrary.org/obo/DOID_1882,defecto septal atrial,TRUE
http://purl.obolibrary.org/obo/DOID_1882,auricular septal defect,http://purl.obolibrary.org/obo/DOID_1882,defecto septal auricular,TRUE
http://purl.obolibrary.org/obo/DOID_1882,congenital atrial septal defect,http://purl.obolibrary.org/obo/DOID_1882,comunicación interauricular congénita,TRUE
http://purl.obolibrary.org/obo/DOID_1882,interatrial septal defect,http://purl.obolibrary.org/obo/DOID_1882,defecto septal interauricular,TRUE
http://purl.obolibrary.org/obo/DOID_1882,interauricular septal defect,http://purl.obolibrary.org/obo/DOID_1882,defecto septal interauricular,TRUE
http://purl.obolibrary.org/obo/DOID_0110107,ASD2,http://purl.obolibrary.org/obo/DOID_0110107,ASD2,TRUE
http://purl.obolibrary.org/obo/DOID_0110107,atrial septal defect 2,http://purl.obolibrary.org/obo/DOID_0110107,comunicación interauricular 2,TRUE
http://purl.obolibrary.org/obo/DOID_0110108,ASD3,http://purl.obolibrary.org/obo/DOID_0110108,ASD3,TRUE
http://purl.obolibrary.org/obo/DOID_0110108,atrial septal defect 3,http://purl.obolibrary.org/obo/DOID_0110108,comunicación interauricular 3,TRUE
http://purl.obolibrary.org/obo/DOID_0110109,ASD4,http://purl.obolibrary.org/obo/DOID_0110109,ASD4,TRUE
http://purl.obolibrary.org/obo/DOID_0110109,atrial septal defect 4,http://purl.obolibrary.org/obo/DOID_0110109,comunicación interauricular 4,TRUE
http://purl.obolibrary.org/obo/DOID_0110110,ASD5,http://purl.obolibrary.org/obo/DOID_0110110,ASD5,TRUE
http://purl.obolibrary.org/obo/DOID_0110110,atrial septal defect 5,http://purl.obolibrary.org/obo/DOID_0110110,comunicación interauricular 5,TRUE
http://purl.obolibrary.org/obo/DOID_0110111,ASD6,http://purl.obolibrary.org/obo/DOID_0110111,ASD6,TRUE
http://purl.obolibrary.org/obo/DOID_0110111,atrial septal defect 6,http://purl.obolibrary.org/obo/DOID_0110111,comunicación interauricular 6,TRUE
http://purl.obolibrary.org/obo/DOID_0110112,ASD with or without atrioventricular conduction defects,http://purl.obolibrary.org/obo/DOID_0110112,CIA con o sin defectos de conducción auriculoventricular,TRUE
http://purl.obolibrary.org/obo/DOID_0110112,"atrial septal defect 7, with or without AV conduction defects",http://purl.obolibrary.org/obo/DOID_0110112,"comunicación interauricular 7,con o sin defectos de conducción AV",TRUE
http://purl.obolibrary.org/obo/DOID_0110112,atrial septal defect-atrioventricular conduction defects syndrome,http://purl.obolibrary.org/obo/DOID_0110112,síndrome de comunicación interauricular- defectos de conducción auriculoventricular,TRUE
http://purl.obolibrary.org/obo/DOID_0110113,ASD8,http://purl.obolibrary.org/obo/DOID_0110113,ASD8,TRUE
http://purl.obolibrary.org/obo/DOID_0110113,atrial septal defect 8,http://purl.obolibrary.org/obo/DOID_0110113,comunicación interauricular 8,TRUE
http://purl.obolibrary.org/obo/DOID_0110114,ASD9,http://purl.obolibrary.org/obo/DOID_0110114,ASD9,TRUE
http://purl.obolibrary.org/obo/DOID_0110114,atrial septal defect 9,http://purl.obolibrary.org/obo/DOID_0110114,comunicación interauricular 9,TRUE
http://purl.obolibrary.org/obo/DOID_0110118,LCA16,http://purl.obolibrary.org/obo/DOID_0110118,LCA16,TRUE
http://purl.obolibrary.org/obo/DOID_0110188,LCA14,http://purl.obolibrary.org/obo/DOID_0110188,LCA14,TRUE
http://purl.obolibrary.org/obo/DOID_0110189,LCA15,http://purl.obolibrary.org/obo/DOID_0110189,LCA15,TRUE
http://purl.obolibrary.org/obo/DOID_0110214,cleft velum,http://purl.obolibrary.org/obo/DOID_0110214,velo hendido,TRUE
http://purl.obolibrary.org/obo/DOID_0110214,cleft velum palatinum,http://purl.obolibrary.org/obo/DOID_0110214,velo palatino hendido,TRUE
http://purl.obolibrary.org/obo/DOID_0110214,soft cleft palate,http://purl.obolibrary.org/obo/DOID_0110214,paladar hendido blando,TRUE
http://purl.obolibrary.org/obo/DOID_0110215,LCA5,http://purl.obolibrary.org/obo/DOID_0110215,LCA5,TRUE
http://purl.obolibrary.org/obo/DOID_0110216,LCA11,http://purl.obolibrary.org/obo/DOID_0110216,LCA11,TRUE
http://purl.obolibrary.org/obo/DOID_0110217,LCA17,http://purl.obolibrary.org/obo/DOID_0110217,LCA17,TRUE
http://purl.obolibrary.org/obo/DOID_0110291,LCA10,http://purl.obolibrary.org/obo/DOID_0110291,LCA10,TRUE
http://purl.obolibrary.org/obo/DOID_0110329,LCA6,http://purl.obolibrary.org/obo/DOID_0110329,LCA6,TRUE
http://purl.obolibrary.org/obo/DOID_0110330,LCA13,http://purl.obolibrary.org/obo/DOID_0110330,LCA13,TRUE
http://purl.obolibrary.org/obo/DOID_0110331,LCA3,http://purl.obolibrary.org/obo/DOID_0110331,LCA3,TRUE
http://purl.obolibrary.org/obo/DOID_0110332,LCA4,http://purl.obolibrary.org/obo/DOID_0110332,LCA4,TRUE
http://purl.obolibrary.org/obo/DOID_0110333,LCA7,http://purl.obolibrary.org/obo/DOID_0110333,LCA7,TRUE
http://purl.obolibrary.org/obo/DOID_0110632,congenital megaconial myopathy,http://purl.obolibrary.org/obo/DOID_0110632,miopatía meconial congénita,TRUE
http://purl.obolibrary.org/obo/DOID_0110632,congenital muscular dystrophy due to phosphatidylcholine biosynthesis defect,http://purl.obolibrary.org/obo/DOID_0110632,distrofia muscular congénita debida a un defecto en la biosíntesis de la fosfatidilcolina,TRUE
http://purl.obolibrary.org/obo/DOID_0110632,congenital muscular dystrophy with mitochondrial structural abnormalities,http://purl.obolibrary.org/obo/DOID_0110632,distrofia muscular congénita con anomalías estructurales mitocondriales,TRUE
http://purl.obolibrary.org/obo/DOID_0110632,megaconial congenital muscular dystrophy,http://purl.obolibrary.org/obo/DOID_0110632,distrofia muscular congénita megaconial,TRUE
http://purl.obolibrary.org/obo/DOID_0110633,Eichsfeld type congenital muscular dystrophy,http://purl.obolibrary.org/obo/DOID_0110633,distrofia muscular congénita tipo Eichsfeld,TRUE
http://purl.obolibrary.org/obo/DOID_0110633,MDRS1,http://purl.obolibrary.org/obo/DOID_0110633,MDRS1,TRUE
http://purl.obolibrary.org/obo/DOID_0110633,RSMD1,http://purl.obolibrary.org/obo/DOID_0110633,RSMD1,TRUE
http://purl.obolibrary.org/obo/DOID_0110633,RSS,http://purl.obolibrary.org/obo/DOID_0110633,RSS,TRUE
http://purl.obolibrary.org/obo/DOID_0110633,SEPN1-related myopathy,http://purl.obolibrary.org/obo/DOID_0110633,miopatía relacionada con SEPN1,TRUE
http://purl.obolibrary.org/obo/DOID_0110633,classic MmD,http://purl.obolibrary.org/obo/DOID_0110633,clásico MmD,TRUE
http://purl.obolibrary.org/obo/DOID_0110633,classic multiminicore disease,http://purl.obolibrary.org/obo/DOID_0110633,enfermedad multiminicore clásica,TRUE
http://purl.obolibrary.org/obo/DOID_0110633,classic multiminicore myopathy,http://purl.obolibrary.org/obo/DOID_0110633,miopatía clásica multinúcleo,TRUE
http://purl.obolibrary.org/obo/DOID_0110633,congenital merosin-positive muscular dystrophy with early spine rigidity,http://purl.obolibrary.org/obo/DOID_0110633,distrofia muscular congénita merosina-positiva con rigidez precoz de la columna vertebral,TRUE
http://purl.obolibrary.org/obo/DOID_0110633,desmin-related myopathy with Mallory bodies,http://purl.obolibrary.org/obo/DOID_0110633,miopatía relacionada con la desmina con cuerpos de Mallory,TRUE
http://purl.obolibrary.org/obo/DOID_0110633,desmin-related myopathy with Mallory body-like inclusions,http://purl.obolibrary.org/obo/DOID_0110633,miopatía relacionada con la desmina con inclusiones similares a los cuerpos de Mallory,TRUE
http://purl.obolibrary.org/obo/DOID_0110633,early-onset desmin-related myopathy,http://purl.obolibrary.org/obo/DOID_0110633,miopatía relacionada con la desmina de aparición temprana,TRUE
http://purl.obolibrary.org/obo/DOID_0110633,rigid spine syndrome,http://purl.obolibrary.org/obo/DOID_0110633,síndrome de columna rígida,TRUE
http://purl.obolibrary.org/obo/DOID_0110633,severe classic form minicore myopathy,http://purl.obolibrary.org/obo/DOID_0110633,forma clásica grave miopatía multiminicore,TRUE
http://purl.obolibrary.org/obo/DOID_0110633,severe classic form multicore myopathy,http://purl.obolibrary.org/obo/DOID_0110633,miopatía multinúcleo de forma clásica grave,TRUE
http://purl.obolibrary.org/obo/DOID_0110633,severe classic form multiminicore disease,http://purl.obolibrary.org/obo/DOID_0110633,forma clásica grave enfermedad multiminicore,TRUE
http://purl.obolibrary.org/obo/DOID_0110634,CMD1B,http://purl.obolibrary.org/obo/DOID_0110634,CMD1B,TRUE
http://purl.obolibrary.org/obo/DOID_0110634,MDC1B,http://purl.obolibrary.org/obo/DOID_0110634,MDC1B,TRUE
http://purl.obolibrary.org/obo/DOID_0110634,congenital muscular dystrophy type 1B,http://purl.obolibrary.org/obo/DOID_0110634,distrofia muscular congénita tipo 1B,TRUE
http://purl.obolibrary.org/obo/DOID_0110635,FKRP-related congenital muscular dystrophy,http://purl.obolibrary.org/obo/DOID_0110635,distrofia muscular congénita relacionada con el FKRP,TRUE
http://purl.obolibrary.org/obo/DOID_0110635,MDC1C,http://purl.obolibrary.org/obo/DOID_0110635,MDC1C,TRUE
http://purl.obolibrary.org/obo/DOID_0110635,MDDGB5,http://purl.obolibrary.org/obo/DOID_0110635,MDDGB5,TRUE
http://purl.obolibrary.org/obo/DOID_0110635,congenital muscular dystrophy 1C,http://purl.obolibrary.org/obo/DOID_0110635,distrofia muscular congénita 1C,TRUE
http://purl.obolibrary.org/obo/DOID_0110635,"muscular dystrophy-dystroglycanopathy (congenital with or without impaired intellectual development), type B, 5",http://purl.obolibrary.org/obo/DOID_0110635,"distrofia-distroglicanopatía muscular (congénita con o sin deterioro del desarrollo intelectual), tipo B, 5",TRUE
http://purl.obolibrary.org/obo/DOID_0110635,"muscular dystrophy-dystroglycanopathy (congenital with or without mental retardation), type B, 5",http://purl.obolibrary.org/obo/DOID_0110635,"distrofia-distroglicanopatía muscular (congénita con o sin retraso mental), tipo B, 5",TRUE
http://purl.obolibrary.org/obo/DOID_0110636,CMD1A,http://purl.obolibrary.org/obo/DOID_0110636,CMD1A,TRUE
http://purl.obolibrary.org/obo/DOID_0110636,MDC1A,http://purl.obolibrary.org/obo/DOID_0110636,MDC1A,TRUE
http://purl.obolibrary.org/obo/DOID_0110636,Merosin-negative congenital muscular dystrophy,http://purl.obolibrary.org/obo/DOID_0110636,Distrofia muscular congénita merosina-negativa,TRUE
http://purl.obolibrary.org/obo/DOID_0110636,congenital muscular dystrophy due to laminin alpha2 deficiency,http://purl.obolibrary.org/obo/DOID_0110636,distrofia muscular congénita por deficiencia de laminina alfa2,TRUE
http://purl.obolibrary.org/obo/DOID_0110637,MDC1D,http://purl.obolibrary.org/obo/DOID_0110637,MDC1D,TRUE
http://purl.obolibrary.org/obo/DOID_0110637,MDDGB6,http://purl.obolibrary.org/obo/DOID_0110637,MDDGB6,TRUE
http://purl.obolibrary.org/obo/DOID_0110637,congenital muscular dystrophy LARGE-related,http://purl.obolibrary.org/obo/DOID_0110637,distrofia muscular congénita relacionada con LARGE,TRUE
http://purl.obolibrary.org/obo/DOID_0110637,congenital muscular dystrophy type 1D,http://purl.obolibrary.org/obo/DOID_0110637,distrofia muscular congénita tipo 1D,TRUE
http://purl.obolibrary.org/obo/DOID_0110637,"muscular dystrophy-dystroglycanopathy (congenital with impaired intellectual development), type B, 6",http://purl.obolibrary.org/obo/DOID_0110637,"distrofia-distroglicanopatía muscular (congénita con deterioro del desarrollo intelectual), tipo B, 6",TRUE
http://purl.obolibrary.org/obo/DOID_0110637,"muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 6",http://purl.obolibrary.org/obo/DOID_0110637,"distrofia-distroglicanopatía muscular (congénita con retraso mental), tipo B, 6",TRUE
http://purl.obolibrary.org/obo/DOID_0110668,CMS10,http://purl.obolibrary.org/obo/DOID_0110668,CMS10,TRUE
http://purl.obolibrary.org/obo/DOID_0110668,LGM,http://purl.obolibrary.org/obo/DOID_0110668,LGM,TRUE
http://purl.obolibrary.org/obo/DOID_0110668,congenital muscular dystrophy merosin-positive,http://purl.obolibrary.org/obo/DOID_0110668,distrofia muscular congénita merosina-positiva,TRUE
http://purl.obolibrary.org/obo/DOID_0110668,familial limb-girdle myasthenia,http://purl.obolibrary.org/obo/DOID_0110668,miastenia familiar de cinturas de extremidades,TRUE
http://purl.obolibrary.org/obo/DOID_0110639,congenital muscular dystrophy with ITGA7 deficiency,http://purl.obolibrary.org/obo/DOID_0110639,distrofia muscular congénita con deficiencia de ITGA7,TRUE
http://purl.obolibrary.org/obo/DOID_0110639,congenital muscular dystrophy with integrin alpha-7 deficiency,http://purl.obolibrary.org/obo/DOID_0110639,distrofia muscular congénita con deficiencia de integrina alfa-7,TRUE
http://purl.obolibrary.org/obo/DOID_0110639,congenital myopathy due to integrin alpha-7 deficiency,http://purl.obolibrary.org/obo/DOID_0110639,miopatía congénita por deficiencia de integrina alfa-7,TRUE
http://purl.obolibrary.org/obo/DOID_0110640,L-CMD,http://purl.obolibrary.org/obo/DOID_0110640,L-CMD,TRUE
http://purl.obolibrary.org/obo/DOID_0110640,LMNA-related congenital muscular dystrophy,http://purl.obolibrary.org/obo/DOID_0110640,distrofia muscular congénita relacionada con LMNA,TRUE
http://purl.obolibrary.org/obo/DOID_0110640,congenital muscular dystrophy LMNA-related,http://purl.obolibrary.org/obo/DOID_0110640,distrofia muscular congénita relacionada con LMNA,TRUE
http://purl.obolibrary.org/obo/DOID_0110657,CMS8,http://purl.obolibrary.org/obo/DOID_0110657,CMS8,TRUE
http://purl.obolibrary.org/obo/DOID_0110657,congenital myasthenic syndrome 8 with pre- and postsynaptic defects,http://purl.obolibrary.org/obo/DOID_0110657,síndrome miasténico congénito 8 con defectos pre y postsinápticos,TRUE
http://purl.obolibrary.org/obo/DOID_0110657,congenital myasthenic syndrome due to agrin deficiency,http://purl.obolibrary.org/obo/DOID_0110657,síndrome miasténico congénito por deficiencia de arginina,TRUE
http://purl.obolibrary.org/obo/DOID_0110658,CMS15,http://purl.obolibrary.org/obo/DOID_0110658,CMS15,TRUE
http://purl.obolibrary.org/obo/DOID_0110658,congenital myasthenic syndrome 15 without tubular aggregates,http://purl.obolibrary.org/obo/DOID_0110658,síndrome miasténico congénito 15 sin agregados tubulares,TRUE
http://purl.obolibrary.org/obo/DOID_0110659,CMS7,http://purl.obolibrary.org/obo/DOID_0110659,CMS7,TRUE
http://purl.obolibrary.org/obo/DOID_0110659,congenital myasthenic syndrome 7 presynaptic,http://purl.obolibrary.org/obo/DOID_0110659,síndrome miasténico congénito 7 presináptico,TRUE
http://purl.obolibrary.org/obo/DOID_0110660,CMS12,http://purl.obolibrary.org/obo/DOID_0110660,CMS12,TRUE
http://purl.obolibrary.org/obo/DOID_0110660,congenital myasthenia 12 with tubular aggregates,http://purl.obolibrary.org/obo/DOID_0110660,miastenia congénita 12 con agregados tubulares,TRUE
http://purl.obolibrary.org/obo/DOID_0110661,CMS20,http://purl.obolibrary.org/obo/DOID_0110661,CMS20,TRUE
http://purl.obolibrary.org/obo/DOID_0110661,congenital myasthenic syndrome 20 presynaptic,http://purl.obolibrary.org/obo/DOID_0110661,síndrome miasténico congénito 20 presináptico,TRUE
http://purl.obolibrary.org/obo/DOID_0110662,CMS1B,http://purl.obolibrary.org/obo/DOID_0110662,CMS1B,TRUE
http://purl.obolibrary.org/obo/DOID_0110662,"congenital myasthenic syndrome 1B, fast-channel",http://purl.obolibrary.org/obo/DOID_0110662,"síndrome miasténico congénito 1B, canal rápido",TRUE
http://purl.obolibrary.org/obo/DOID_0110663,CMS IIa,http://purl.obolibrary.org/obo/DOID_0110663,CMS IIa,TRUE
http://purl.obolibrary.org/obo/DOID_0110663,CMS1A,http://purl.obolibrary.org/obo/DOID_0110663,CMS1A,TRUE
http://purl.obolibrary.org/obo/DOID_0110663,"congenital myasthenic syndrome 1A, slow-channel",http://purl.obolibrary.org/obo/DOID_0110663,"síndrome miasténico congénito 1A, canal lento",TRUE
http://purl.obolibrary.org/obo/DOID_0110663,congenital myasthenic syndrome type IIa,http://purl.obolibrary.org/obo/DOID_0110663,síndrome miasténico congénito tipo IIa,TRUE
http://purl.obolibrary.org/obo/DOID_0110664,congenital myasthenic syndrome 3C associated with acetylcholine receptor deficiency,http://purl.obolibrary.org/obo/DOID_0110664,síndrome miasténico congénito 3C asociado a la deficiencia del receptor de acetilcolina,TRUE
http://purl.obolibrary.org/obo/DOID_0110665,CMS3B,http://purl.obolibrary.org/obo/DOID_0110665,CMS3B,TRUE
http://purl.obolibrary.org/obo/DOID_0110665,"congenital myasthenic syndrome 3B, fast-channel",http://purl.obolibrary.org/obo/DOID_0110665,"síndrome miasténico congénito 3B, canal rápido",TRUE
http://purl.obolibrary.org/obo/DOID_0110666,CMS3A,http://purl.obolibrary.org/obo/DOID_0110666,CMS3A,TRUE
http://purl.obolibrary.org/obo/DOID_0110666,"congenital myasthenic syndrome 3A, slow-channel",http://purl.obolibrary.org/obo/DOID_0110666,"síndrome miasténico congénito 3A, canal lento",TRUE
http://purl.obolibrary.org/obo/DOID_0110667,CMS Ic,http://purl.obolibrary.org/obo/DOID_0110667,CMS Ic,TRUE
http://purl.obolibrary.org/obo/DOID_0110667,CMS5,http://purl.obolibrary.org/obo/DOID_0110667,CMS5,TRUE
http://purl.obolibrary.org/obo/DOID_0110667,EAD,http://purl.obolibrary.org/obo/DOID_0110667,EAD,TRUE
http://purl.obolibrary.org/obo/DOID_0110667,Engel congenital myasthenic syndrome,http://purl.obolibrary.org/obo/DOID_0110667,síndrome miasténico congénito de Engel,TRUE
http://purl.obolibrary.org/obo/DOID_0110667,congenital myasthenic syndrome Engel type,http://purl.obolibrary.org/obo/DOID_0110667,síndrome miasténico congénito tipo Engel,TRUE
http://purl.obolibrary.org/obo/DOID_0110667,congenital myasthenic syndrome type Ic,http://purl.obolibrary.org/obo/DOID_0110667,síndrome miasténico congénito tipo Ic,TRUE
http://purl.obolibrary.org/obo/DOID_0110667,end plate acetylcholinesterase deficiency,http://purl.obolibrary.org/obo/DOID_0110667,deficiencia de acetilcolinesterasa en placa terminal,TRUE
http://purl.obolibrary.org/obo/DOID_0110669,CMS14,http://purl.obolibrary.org/obo/DOID_0110669,CMS14,TRUE
http://purl.obolibrary.org/obo/DOID_0110669,CMSTA3,http://purl.obolibrary.org/obo/DOID_0110669,CMSTA3,TRUE
http://purl.obolibrary.org/obo/DOID_0110669,"congenital myasthenic syndrome 14, with tubular aggregates",http://purl.obolibrary.org/obo/DOID_0110669,"síndrome miasténico congénito 14,con agregados tubulares",TRUE
http://purl.obolibrary.org/obo/DOID_0110669,congenital myasthenic syndrome with tubular aggregates 3,http://purl.obolibrary.org/obo/DOID_0110669,síndrome miasténico congénito con agregados tubulares 3,TRUE
http://purl.obolibrary.org/obo/DOID_0110670,CMS9,http://purl.obolibrary.org/obo/DOID_0110670,CMS9,TRUE
http://purl.obolibrary.org/obo/DOID_0110670,"congenital myasthenic syndrome 9, associated with acetylcholine receptor deficiency",http://purl.obolibrary.org/obo/DOID_0110670,"síndrome miasténico congénito 9,asociado a deficiencia del receptor de acetilcolina",TRUE
http://purl.obolibrary.org/obo/DOID_0110671,CMS Ia2,http://purl.obolibrary.org/obo/DOID_0110671,CMS Ia2,TRUE
http://purl.obolibrary.org/obo/DOID_0110671,CMS1A2,http://purl.obolibrary.org/obo/DOID_0110671,CMS1A2,TRUE
http://purl.obolibrary.org/obo/DOID_0110671,CMS6,http://purl.obolibrary.org/obo/DOID_0110671,CMS6,TRUE
http://purl.obolibrary.org/obo/DOID_0110671,CMSEA,http://purl.obolibrary.org/obo/DOID_0110671,CMSEA,TRUE
http://purl.obolibrary.org/obo/DOID_0110671,FIM,http://purl.obolibrary.org/obo/DOID_0110671,FIM,TRUE
http://purl.obolibrary.org/obo/DOID_0110671,FIMG2,http://purl.obolibrary.org/obo/DOID_0110671,FIMG2,TRUE
http://purl.obolibrary.org/obo/DOID_0110671,"congenital myasthenic syndrome 6, presynaptic",http://purl.obolibrary.org/obo/DOID_0110671,"síndrome miasténico congénito 6,presináptico",TRUE
http://purl.obolibrary.org/obo/DOID_0110671,congenital myasthenic syndrome type Ia2,http://purl.obolibrary.org/obo/DOID_0110671,síndrome miasténico congénito tipo Ia2,TRUE
http://purl.obolibrary.org/obo/DOID_0110671,congenital presynaptic myasthenic syndrome associated with episodic apnea,http://purl.obolibrary.org/obo/DOID_0110671,síndrome miasténico presináptico congénito asociado a apnea episódica,TRUE
