class,syn
http://purl.obolibrary.org/obo/DOID_0090101,fatal congenital hypertrophic cardiomyopathy due to GSD
http://purl.obolibrary.org/obo/DOID_0090101,fatal congenital hypertrophic cardiomyopathy due to glycogenosis
http://purl.obolibrary.org/obo/DOID_0090101,fatal congenital nonlysosomal cardiac glycogenosis
http://purl.obolibrary.org/obo/DOID_0090101,phosphorylase kinase deficiency of heart
http://purl.obolibrary.org/obo/DOID_0090118,CAMT
http://purl.obolibrary.org/obo/DOID_0090118,congenital amegakaryocytic thrombocytopenic purpura
http://purl.obolibrary.org/obo/DOID_0090124,AMC neurogenic type
http://purl.obolibrary.org/obo/DOID_0090124,AMC2
http://purl.obolibrary.org/obo/DOID_0090124,AMCN
http://purl.obolibrary.org/obo/DOID_0090124,"arthrogryposis multiplex congenita 2, neurogenic type"
http://purl.obolibrary.org/obo/DOID_0090124,arthrogryposis multiplex congenita neurogenic type
http://purl.obolibrary.org/obo/DOID_0110005,LCA9
http://purl.obolibrary.org/obo/DOID_0110016,LCA2
http://purl.obolibrary.org/obo/DOID_0110016,amaurosis congenita of Leber II
http://purl.obolibrary.org/obo/DOID_0110078,LCA1
http://purl.obolibrary.org/obo/DOID_0110078,amaurosis congenita of Leber I
http://purl.obolibrary.org/obo/DOID_0110079,LCA8
http://purl.obolibrary.org/obo/DOID_0110080,LCA12
http://purl.obolibrary.org/obo/DOID_0110106,ASD1
http://purl.obolibrary.org/obo/DOID_0110106,atrial septal defect 1
http://purl.obolibrary.org/obo/DOID_1882,atrial septal defect
http://purl.obolibrary.org/obo/DOID_1882,atrioseptal defect
http://purl.obolibrary.org/obo/DOID_1882,auricular septal defect
http://purl.obolibrary.org/obo/DOID_1882,congenital atrial septal defect
http://purl.obolibrary.org/obo/DOID_1882,interatrial septal defect
http://purl.obolibrary.org/obo/DOID_1882,interauricular septal defect
http://purl.obolibrary.org/obo/DOID_0110107,ASD2
http://purl.obolibrary.org/obo/DOID_0110107,atrial septal defect 2
http://purl.obolibrary.org/obo/DOID_0110108,ASD3
http://purl.obolibrary.org/obo/DOID_0110108,atrial septal defect 3
http://purl.obolibrary.org/obo/DOID_0110109,ASD4
http://purl.obolibrary.org/obo/DOID_0110109,atrial septal defect 4
http://purl.obolibrary.org/obo/DOID_0110110,ASD5
http://purl.obolibrary.org/obo/DOID_0110110,atrial septal defect 5
http://purl.obolibrary.org/obo/DOID_0110111,ASD6
http://purl.obolibrary.org/obo/DOID_0110111,atrial septal defect 6
http://purl.obolibrary.org/obo/DOID_0110112,ASD with or without atrioventricular conduction defects
http://purl.obolibrary.org/obo/DOID_0110112,"atrial septal defect 7, with or without AV conduction defects"
http://purl.obolibrary.org/obo/DOID_0110112,atrial septal defect-atrioventricular conduction defects syndrome
http://purl.obolibrary.org/obo/DOID_0110113,ASD8
http://purl.obolibrary.org/obo/DOID_0110113,atrial septal defect 8
http://purl.obolibrary.org/obo/DOID_0110114,ASD9
http://purl.obolibrary.org/obo/DOID_0110114,atrial septal defect 9
http://purl.obolibrary.org/obo/DOID_0110118,LCA16
http://purl.obolibrary.org/obo/DOID_0110188,LCA14
http://purl.obolibrary.org/obo/DOID_0110189,LCA15
http://purl.obolibrary.org/obo/DOID_0110214,cleft velum
http://purl.obolibrary.org/obo/DOID_0110214,cleft velum palatinum
http://purl.obolibrary.org/obo/DOID_0110214,soft cleft palate
http://purl.obolibrary.org/obo/DOID_0110215,LCA5
http://purl.obolibrary.org/obo/DOID_0110216,LCA11
http://purl.obolibrary.org/obo/DOID_0110217,LCA17
http://purl.obolibrary.org/obo/DOID_0110291,LCA10
http://purl.obolibrary.org/obo/DOID_0110329,LCA6
http://purl.obolibrary.org/obo/DOID_0110330,LCA13
http://purl.obolibrary.org/obo/DOID_0110331,LCA3
http://purl.obolibrary.org/obo/DOID_0110332,LCA4
http://purl.obolibrary.org/obo/DOID_0110333,LCA7
http://purl.obolibrary.org/obo/DOID_0110632,congenital megaconial myopathy
http://purl.obolibrary.org/obo/DOID_0110632,congenital muscular dystrophy due to phosphatidylcholine biosynthesis defect
http://purl.obolibrary.org/obo/DOID_0110632,congenital muscular dystrophy with mitochondrial structural abnormalities
http://purl.obolibrary.org/obo/DOID_0110632,megaconial congenital muscular dystrophy
http://purl.obolibrary.org/obo/DOID_0110633,Eichsfeld type congenital muscular dystrophy
http://purl.obolibrary.org/obo/DOID_0110633,MDRS1
http://purl.obolibrary.org/obo/DOID_0110633,RSMD1
http://purl.obolibrary.org/obo/DOID_0110633,RSS
http://purl.obolibrary.org/obo/DOID_0110633,SEPN1-related myopathy
http://purl.obolibrary.org/obo/DOID_0110633,classic MmD
http://purl.obolibrary.org/obo/DOID_0110633,classic multiminicore disease
http://purl.obolibrary.org/obo/DOID_0110633,classic multiminicore myopathy
http://purl.obolibrary.org/obo/DOID_0110633,congenital merosin-positive muscular dystrophy with early spine rigidity
http://purl.obolibrary.org/obo/DOID_0110633,desmin-related myopathy with Mallory bodies
http://purl.obolibrary.org/obo/DOID_0110633,desmin-related myopathy with Mallory body-like inclusions
http://purl.obolibrary.org/obo/DOID_0110633,early-onset desmin-related myopathy
http://purl.obolibrary.org/obo/DOID_0110633,rigid spine syndrome
http://purl.obolibrary.org/obo/DOID_0110633,severe classic form minicore myopathy
http://purl.obolibrary.org/obo/DOID_0110633,severe classic form multicore myopathy
http://purl.obolibrary.org/obo/DOID_0110633,severe classic form multiminicore disease
http://purl.obolibrary.org/obo/DOID_0110634,CMD1B
http://purl.obolibrary.org/obo/DOID_0110634,MDC1B
http://purl.obolibrary.org/obo/DOID_0110634,congenital muscular dystrophy type 1B
http://purl.obolibrary.org/obo/DOID_0110635,FKRP-related congenital muscular dystrophy
http://purl.obolibrary.org/obo/DOID_0110635,MDC1C
http://purl.obolibrary.org/obo/DOID_0110635,MDDGB5
http://purl.obolibrary.org/obo/DOID_0110635,congenital muscular dystrophy 1C
http://purl.obolibrary.org/obo/DOID_0110635,"muscular dystrophy-dystroglycanopathy (congenital with or without impaired intellectual development), type B, 5"
http://purl.obolibrary.org/obo/DOID_0110635,"muscular dystrophy-dystroglycanopathy (congenital with or without mental retardation), type B, 5"
http://purl.obolibrary.org/obo/DOID_0110636,CMD1A
http://purl.obolibrary.org/obo/DOID_0110636,MDC1A
http://purl.obolibrary.org/obo/DOID_0110636,Merosin-negative congenital muscular dystrophy
http://purl.obolibrary.org/obo/DOID_0110636,congenital muscular dystrophy due to laminin alpha2 deficiency
http://purl.obolibrary.org/obo/DOID_0110637,MDC1D
http://purl.obolibrary.org/obo/DOID_0110637,MDDGB6
http://purl.obolibrary.org/obo/DOID_0110637,congenital muscular dystrophy LARGE-related
http://purl.obolibrary.org/obo/DOID_0110637,congenital muscular dystrophy type 1D
http://purl.obolibrary.org/obo/DOID_0110637,"muscular dystrophy-dystroglycanopathy (congenital with impaired intellectual development), type B, 6"
http://purl.obolibrary.org/obo/DOID_0110637,"muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 6"
http://purl.obolibrary.org/obo/DOID_0110668,CMS10
http://purl.obolibrary.org/obo/DOID_0110668,LGM
http://purl.obolibrary.org/obo/DOID_0110668,congenital muscular dystrophy merosin-positive
http://purl.obolibrary.org/obo/DOID_0110668,familial limb-girdle myasthenia
http://purl.obolibrary.org/obo/DOID_0110639,congenital muscular dystrophy with ITGA7 deficiency
http://purl.obolibrary.org/obo/DOID_0110639,congenital muscular dystrophy with integrin alpha-7 deficiency
http://purl.obolibrary.org/obo/DOID_0110639,congenital myopathy due to integrin alpha-7 deficiency
http://purl.obolibrary.org/obo/DOID_0110640,L-CMD
http://purl.obolibrary.org/obo/DOID_0110640,LMNA-related congenital muscular dystrophy
http://purl.obolibrary.org/obo/DOID_0110640,congenital muscular dystrophy LMNA-related
http://purl.obolibrary.org/obo/DOID_0110657,CMS8
http://purl.obolibrary.org/obo/DOID_0110657,congenital myasthenic syndrome 8 with pre- and postsynaptic defects
http://purl.obolibrary.org/obo/DOID_0110657,congenital myasthenic syndrome due to agrin deficiency
http://purl.obolibrary.org/obo/DOID_0110658,CMS15
http://purl.obolibrary.org/obo/DOID_0110658,congenital myasthenic syndrome 15 without tubular aggregates
http://purl.obolibrary.org/obo/DOID_0110659,CMS7
http://purl.obolibrary.org/obo/DOID_0110659,congenital myasthenic syndrome 7 presynaptic
http://purl.obolibrary.org/obo/DOID_0110660,CMS12
http://purl.obolibrary.org/obo/DOID_0110660,congenital myasthenia 12 with tubular aggregates
http://purl.obolibrary.org/obo/DOID_0110661,CMS20
http://purl.obolibrary.org/obo/DOID_0110661,congenital myasthenic syndrome 20 presynaptic
http://purl.obolibrary.org/obo/DOID_0110662,CMS1B
http://purl.obolibrary.org/obo/DOID_0110662,"congenital myasthenic syndrome 1B, fast-channel"
http://purl.obolibrary.org/obo/DOID_0110663,CMS IIa
http://purl.obolibrary.org/obo/DOID_0110663,CMS1A
http://purl.obolibrary.org/obo/DOID_0110663,"congenital myasthenic syndrome 1A, slow-channel"
http://purl.obolibrary.org/obo/DOID_0110663,congenital myasthenic syndrome type IIa
http://purl.obolibrary.org/obo/DOID_0110664,congenital myasthenic syndrome 3C associated with acetylcholine receptor deficiency
http://purl.obolibrary.org/obo/DOID_0110665,CMS3B
http://purl.obolibrary.org/obo/DOID_0110665,"congenital myasthenic syndrome 3B, fast-channel"
http://purl.obolibrary.org/obo/DOID_0110666,CMS3A
http://purl.obolibrary.org/obo/DOID_0110666,"congenital myasthenic syndrome 3A, slow-channel"
http://purl.obolibrary.org/obo/DOID_0110667,CMS Ic
http://purl.obolibrary.org/obo/DOID_0110667,CMS5
http://purl.obolibrary.org/obo/DOID_0110667,EAD
http://purl.obolibrary.org/obo/DOID_0110667,Engel congenital myasthenic syndrome
http://purl.obolibrary.org/obo/DOID_0110667,congenital myasthenic syndrome Engel type
http://purl.obolibrary.org/obo/DOID_0110667,congenital myasthenic syndrome type Ic
http://purl.obolibrary.org/obo/DOID_0110667,end plate acetylcholinesterase deficiency
http://purl.obolibrary.org/obo/DOID_0110669,CMS14
http://purl.obolibrary.org/obo/DOID_0110669,CMSTA3
http://purl.obolibrary.org/obo/DOID_0110669,"congenital myasthenic syndrome 14, with tubular aggregates"
http://purl.obolibrary.org/obo/DOID_0110669,congenital myasthenic syndrome with tubular aggregates 3
http://purl.obolibrary.org/obo/DOID_0110670,CMS9
http://purl.obolibrary.org/obo/DOID_0110670,"congenital myasthenic syndrome 9, associated with acetylcholine receptor deficiency"
http://purl.obolibrary.org/obo/DOID_0110671,CMS Ia2
http://purl.obolibrary.org/obo/DOID_0110671,CMS1A2
http://purl.obolibrary.org/obo/DOID_0110671,CMS6
http://purl.obolibrary.org/obo/DOID_0110671,CMSEA
http://purl.obolibrary.org/obo/DOID_0110671,FIM
http://purl.obolibrary.org/obo/DOID_0110671,FIMG2
http://purl.obolibrary.org/obo/DOID_0110671,"congenital myasthenic syndrome 6, presynaptic"
http://purl.obolibrary.org/obo/DOID_0110671,congenital myasthenic syndrome type Ia2
http://purl.obolibrary.org/obo/DOID_0110671,congenital presynaptic myasthenic syndrome associated with episodic apnea
http://purl.obolibrary.org/obo/DOID_0110671,familial infantile myasthenia
http://purl.obolibrary.org/obo/DOID_0110671,familial infantile myasthenia gravis 2
http://purl.obolibrary.org/obo/DOID_0110672,CMS21
http://purl.obolibrary.org/obo/DOID_0110672,"congenital myasthenic syndrome 21, presynaptic"
http://purl.obolibrary.org/obo/DOID_0110673,CMS19
http://purl.obolibrary.org/obo/DOID_0110674,CMS17
http://purl.obolibrary.org/obo/DOID_0110675,CMS Ie
http://purl.obolibrary.org/obo/DOID_0110675,CMS11
http://purl.obolibrary.org/obo/DOID_0110675,CMS1E
http://purl.obolibrary.org/obo/DOID_0110675,congenital myasthenic syndrome 11 associated with acetylcholine receptor deficiency
http://purl.obolibrary.org/obo/DOID_0110675,congenital myasthenic syndrome 1e
http://purl.obolibrary.org/obo/DOID_0110676,CMS13
http://purl.obolibrary.org/obo/DOID_0110676,CMSTA2
http://purl.obolibrary.org/obo/DOID_0110676,congenital myasthenic syndrome 13 with tubular aggregates
http://purl.obolibrary.org/obo/DOID_0110676,congenital myasthenic syndrome with tubular aggregates 2
http://purl.obolibrary.org/obo/DOID_0110677,CMS4B
http://purl.obolibrary.org/obo/DOID_0110677,congenital myasthenic syndrome 4B fast-channel
http://purl.obolibrary.org/obo/DOID_0110678,CMS Ia1
http://purl.obolibrary.org/obo/DOID_0110678,CMS1A1
http://purl.obolibrary.org/obo/DOID_0110678,CMS4A
http://purl.obolibrary.org/obo/DOID_0110678,congenital myasthenic syndrome 4A slow-channel
http://purl.obolibrary.org/obo/DOID_0110678,congenital myasthenic syndrometype Ia1
http://purl.obolibrary.org/obo/DOID_0110679,CMS Id
http://purl.obolibrary.org/obo/DOID_0110679,CMS1D
http://purl.obolibrary.org/obo/DOID_0110679,CMS4C
http://purl.obolibrary.org/obo/DOID_0110679,FIM1
http://purl.obolibrary.org/obo/DOID_0110679,congenital myasthenic syndrome 4C associated with acetylcholine receptor deficiency
http://purl.obolibrary.org/obo/DOID_0110679,congenital myasthenic syndrome type Id
http://purl.obolibrary.org/obo/DOID_0110679,familial infantile myasthenia 1
http://purl.obolibrary.org/obo/DOID_0110680,CMS2C
http://purl.obolibrary.org/obo/DOID_0110680,congenital myasthenic syndrome 2C associated with acetylcholine receptor deficiency
http://purl.obolibrary.org/obo/DOID_0110681,CMS2A
http://purl.obolibrary.org/obo/DOID_0110681,congenital myasthenic syndrome 2A slow-channel
http://purl.obolibrary.org/obo/DOID_0110682,CMS16
http://purl.obolibrary.org/obo/DOID_0110682,congenital myasthenic syndrome acetazolamide-responsive
http://purl.obolibrary.org/obo/DOID_0110683,CMS18
http://purl.obolibrary.org/obo/DOID_0110711,Hjmd
http://purl.obolibrary.org/obo/DOID_0110711,hypotrichosis with cone-rod dystrophy
http://purl.obolibrary.org/obo/DOID_0110712,CSNBO1
http://purl.obolibrary.org/obo/DOID_0110712,congenital stationary night blindness Oguchi type 1
http://purl.obolibrary.org/obo/DOID_0110713,CSNBO2
http://purl.obolibrary.org/obo/DOID_0110713,congenital stationary night blindness Oguchi type 2
http://purl.obolibrary.org/obo/DOID_0110714,CSNB1G
http://purl.obolibrary.org/obo/DOID_0110714,congenital stationary night blindness type 1G
http://purl.obolibrary.org/obo/DOID_0110715,CSNBAD3
http://purl.obolibrary.org/obo/DOID_0110715,Nougaret type congenital stationary night blindness
http://purl.obolibrary.org/obo/DOID_0110862,CSNBAD1
http://purl.obolibrary.org/obo/DOID_0110862,rhodopsin-related congenital stationary night blindness
http://purl.obolibrary.org/obo/DOID_0110863,CSNBAD2
http://purl.obolibrary.org/obo/DOID_0110863,Rambusch type congenital stationary night blindness
http://purl.obolibrary.org/obo/DOID_0110864,CSNB1F
http://purl.obolibrary.org/obo/DOID_0110864,congenital stationary night blindness 1F autosomal recessive
http://purl.obolibrary.org/obo/DOID_0110865,CSNB1B
http://purl.obolibrary.org/obo/DOID_0110865,autosomal recessive complete congenital stationary night blindness
http://purl.obolibrary.org/obo/DOID_0110865,congenital stationary night blindness 1B autosomal recessive
http://purl.obolibrary.org/obo/DOID_0110866,CSNB1H
http://purl.obolibrary.org/obo/DOID_0110866,congenital stationary night blindness type 1H
http://purl.obolibrary.org/obo/DOID_0110867,CSNB1C
http://purl.obolibrary.org/obo/DOID_0110867,congenital stationary night blindness 1C autosomal recessive
http://purl.obolibrary.org/obo/DOID_0110868,CSNB1D
http://purl.obolibrary.org/obo/DOID_0110868,congenital stationary night blindness 1D autosomal recessive
http://purl.obolibrary.org/obo/DOID_0110869,CSNB1E
http://purl.obolibrary.org/obo/DOID_0110869,congenital stationary night blindness 1E autosomal recessive
http://purl.obolibrary.org/obo/DOID_0110870,CSNB1A
http://purl.obolibrary.org/obo/DOID_0110870,NBMI
http://purl.obolibrary.org/obo/DOID_0110870,complete CSNB X-linked
http://purl.obolibrary.org/obo/DOID_0110870,congenital stationary night blindness 1A X-linked
http://purl.obolibrary.org/obo/DOID_0110870,congenital stationary night blindness with myopia
http://purl.obolibrary.org/obo/DOID_0110870,hemeralopia-myopia
http://purl.obolibrary.org/obo/DOID_0110870,myopia-night blindness
http://purl.obolibrary.org/obo/DOID_0110871,congenital stationary night blindness 2A X-linked
http://purl.obolibrary.org/obo/DOID_0110872,HPE2
http://purl.obolibrary.org/obo/DOID_4621,Holoprosencephaly sequence
http://purl.obolibrary.org/obo/DOID_0110873,HPE9
http://purl.obolibrary.org/obo/DOID_0110873,holoprosencephaly with microphthalmia and first branchial arch anomalies
http://purl.obolibrary.org/obo/DOID_0110873,pituitary anomalies with holoprosencephaly-like features
http://purl.obolibrary.org/obo/DOID_0110874,HPE6
http://purl.obolibrary.org/obo/DOID_0110875,HLP3
http://purl.obolibrary.org/obo/DOID_0110875,HPE3
http://purl.obolibrary.org/obo/DOID_0110876,HPE7
http://purl.obolibrary.org/obo/DOID_0110877,HPE11
http://purl.obolibrary.org/obo/DOID_0110878,HPE5
http://purl.obolibrary.org/obo/DOID_0110879,HPE8
http://purl.obolibrary.org/obo/DOID_0110880,HPE4
http://purl.obolibrary.org/obo/DOID_0110881,HPE1
http://purl.obolibrary.org/obo/DOID_0110916,HS1
http://purl.obolibrary.org/obo/DOID_0110916,SPH1
http://purl.obolibrary.org/obo/DOID_0110916,hereditary spherocytosis 1
http://purl.obolibrary.org/obo/DOID_12971,Congenital spherocytic hemolytic anemia
http://purl.obolibrary.org/obo/DOID_12971,Minkowski Chauffard syndrome
http://purl.obolibrary.org/obo/DOID_12971,spherocytic anemia
http://purl.obolibrary.org/obo/DOID_0110917,HS2
http://purl.obolibrary.org/obo/DOID_0110917,SPH2
http://purl.obolibrary.org/obo/DOID_0110917,hereditary spherocytosis 2
http://purl.obolibrary.org/obo/DOID_0110918,HS3
http://purl.obolibrary.org/obo/DOID_0110918,SPH3
http://purl.obolibrary.org/obo/DOID_0110918,hereditary spherocytosis 3
http://purl.obolibrary.org/obo/DOID_0110919,HS4
http://purl.obolibrary.org/obo/DOID_0110919,SPH4
http://purl.obolibrary.org/obo/DOID_0110919,hereditary spherocytosis 4
http://purl.obolibrary.org/obo/DOID_0110920,HS5
http://purl.obolibrary.org/obo/DOID_0110920,SPH5
http://purl.obolibrary.org/obo/DOID_0110920,hereditary spherocytosis 5
http://purl.obolibrary.org/obo/DOID_0111066,CBAS5
http://purl.obolibrary.org/obo/DOID_0111067,CBAS6
http://purl.obolibrary.org/obo/DOID_0111068,CBAS4
http://purl.obolibrary.org/obo/DOID_0111068,intrahepatic cholestasis with defective conversion of trihydroxycoprostanic acid to cholic acid
http://purl.obolibrary.org/obo/DOID_0111068,trihydroxycoprostanic acid in bile
http://purl.obolibrary.org/obo/DOID_0111069,CBAS2
http://purl.obolibrary.org/obo/DOID_0111069,cholestasis with delta(4)-3-oxosteroid 5-beta-reductase deficiency
http://purl.obolibrary.org/obo/DOID_0111070,CBAS3
http://purl.obolibrary.org/obo/DOID_0111070,oxysterol 7-alpha-hydroxylase deficiency
http://purl.obolibrary.org/obo/DOID_0111071,CBAS1
http://purl.obolibrary.org/obo/DOID_0111077,PK deficiency
http://purl.obolibrary.org/obo/DOID_0111077,hemolytic anemia due to red cell pyruvate kinase deficiency
http://purl.obolibrary.org/obo/DOID_0111077,pyruvate kinase deficiency of erythrocyte
http://purl.obolibrary.org/obo/DOID_2861,HNSHA
http://purl.obolibrary.org/obo/DOID_2861,congenital nonspherocytic hemolytic anaemia
http://purl.obolibrary.org/obo/DOID_2861,hereditary nonspherocytic hemolytic anaemia
http://purl.obolibrary.org/obo/DOID_2861,hereditary nonspherocytic hemolytic anemia
http://purl.obolibrary.org/obo/DOID_0111080,FANCV
http://purl.obolibrary.org/obo/DOID_13636,Fanconi anaemia
http://purl.obolibrary.org/obo/DOID_13636,Fanconi pancytopenia
http://purl.obolibrary.org/obo/DOID_13636,Fanconi panmyelopathy
http://purl.obolibrary.org/obo/DOID_13636,Fanconi's anaemia
http://purl.obolibrary.org/obo/DOID_13636,Fanconi's anemia
http://purl.obolibrary.org/obo/DOID_0111081,FANCT
http://purl.obolibrary.org/obo/DOID_0111082,FANCL
http://purl.obolibrary.org/obo/DOID_0111083,FA4
http://purl.obolibrary.org/obo/DOID_0111083,FAD2
http://purl.obolibrary.org/obo/DOID_0111083,FANCD2
http://purl.obolibrary.org/obo/DOID_0111083,Fanconi pancytopenia type 4
http://purl.obolibrary.org/obo/DOID_0111084,FACE
http://purl.obolibrary.org/obo/DOID_0111084,FANCE
http://purl.obolibrary.org/obo/DOID_0111085,FANCU
http://purl.obolibrary.org/obo/DOID_0111086,FANCG
http://purl.obolibrary.org/obo/DOID_0111087,FA3
http://purl.obolibrary.org/obo/DOID_0111087,FACC
http://purl.obolibrary.org/obo/DOID_0111087,FANCC
http://purl.obolibrary.org/obo/DOID_0111087,Fanconi pancytopenia type 3
http://purl.obolibrary.org/obo/DOID_0111088,FANCF
http://purl.obolibrary.org/obo/DOID_0111089,FAD1
http://purl.obolibrary.org/obo/DOID_0111089,FANCD1
http://purl.obolibrary.org/obo/DOID_0111090,FANCR
http://purl.obolibrary.org/obo/DOID_0111091,FANCI
http://purl.obolibrary.org/obo/DOID_0111092,FANCP
http://purl.obolibrary.org/obo/DOID_0111093,FANCQ
http://purl.obolibrary.org/obo/DOID_0111094,FANCN
http://purl.obolibrary.org/obo/DOID_0111095,FANCA
http://purl.obolibrary.org/obo/DOID_0111096,FANCO
http://purl.obolibrary.org/obo/DOID_0111097,FANCJ
http://purl.obolibrary.org/obo/DOID_0111098,FACB
http://purl.obolibrary.org/obo/DOID_0111098,FANCB
http://purl.obolibrary.org/obo/DOID_0111098,Fanconi pancytopenia type 2
http://purl.obolibrary.org/obo/DOID_0111135,"Berardinelli-Seip Congenital Lipodystrophy, Type 1"
http://purl.obolibrary.org/obo/DOID_0111135,Brunzell syndrome AGPAT2-related
http://purl.obolibrary.org/obo/DOID_0111136,Berardinelli-Seip congenital lipodystrophy type 2
http://purl.obolibrary.org/obo/DOID_0111136,Berardinelli-Seip syndrome
http://purl.obolibrary.org/obo/DOID_0111136,Brunzell syndrome BSCL2-related
http://purl.obolibrary.org/obo/DOID_0111136,CGL2
http://purl.obolibrary.org/obo/DOID_0111136,congenital lipoatrophic diabetes
http://purl.obolibrary.org/obo/DOID_0111136,total lipodystrophy and acromegaloid gigantism
http://purl.obolibrary.org/obo/DOID_0111137,Berardinelli-Seip congenital lipodystrophy type 3
http://purl.obolibrary.org/obo/DOID_0111138,Berardinelli-Seip congenital lipodystrophy type 4 with muscular dystrophy
http://purl.obolibrary.org/obo/DOID_0111138,congenital generalised lipodystrophy type 4
http://purl.obolibrary.org/obo/DOID_0111138,generalised congenital lipodystrophy type 4
http://purl.obolibrary.org/obo/DOID_0111138,generalised congenital lipodystrophy with myopathy
http://purl.obolibrary.org/obo/DOID_0111138,generalized congenital lipodystrophy type 4
http://purl.obolibrary.org/obo/DOID_0111138,generalized congenital lipodystrophy with myopathy
http://purl.obolibrary.org/obo/DOID_0111153,familial congenital controlateral synkinesia
http://purl.obolibrary.org/obo/DOID_0111153,familial congenital mirror movements
http://purl.obolibrary.org/obo/DOID_0111153,hereditary congenital controlateral synkinesia
http://purl.obolibrary.org/obo/DOID_0111153,hereditary congenital mirror movements
http://purl.obolibrary.org/obo/DOID_0111153,isolated congenital controlateral synkinesia
http://purl.obolibrary.org/obo/DOID_0111153,isolated congenital mirror movements
http://purl.obolibrary.org/obo/DOID_0111169,HeCo
http://purl.obolibrary.org/obo/DOID_0111169,band heterotopia
http://purl.obolibrary.org/obo/DOID_0111169,double cortex syndrome
http://purl.obolibrary.org/obo/DOID_0111169,heterotopic cortex
http://purl.obolibrary.org/obo/DOID_0111169,subcortical laminar heterotopia
http://purl.obolibrary.org/obo/DOID_0111216,AR-CNM
http://purl.obolibrary.org/obo/DOID_14717,myotubular myopathy
http://purl.obolibrary.org/obo/DOID_0111217,AD-CNM
http://purl.obolibrary.org/obo/DOID_0111220,CNM2
http://purl.obolibrary.org/obo/DOID_0111221,CNM6
http://purl.obolibrary.org/obo/DOID_0111222,CNM5
http://purl.obolibrary.org/obo/DOID_0111223,CNM1
http://purl.obolibrary.org/obo/DOID_0111224,CNM4
http://purl.obolibrary.org/obo/DOID_0111225,CNMX
http://purl.obolibrary.org/obo/DOID_0111225,MTM1
http://purl.obolibrary.org/obo/DOID_0111225,X-linked myotubular myopathy
http://purl.obolibrary.org/obo/DOID_0111225,XLCNM
http://purl.obolibrary.org/obo/DOID_0111225,XLMTM
http://purl.obolibrary.org/obo/DOID_0111225,myotubular myopathy 1
http://purl.obolibrary.org/obo/DOID_0111226,CFTDX
http://purl.obolibrary.org/obo/DOID_0112374,CMD due to dystroglycanopathy
http://purl.obolibrary.org/obo/DOID_0112374,MDDG
http://purl.obolibrary.org/obo/DOID_0112374,congenital muscular dystrophy due to dystroglycanopathy
http://purl.obolibrary.org/obo/DOID_0111230,MDDGA11
http://purl.obolibrary.org/obo/DOID_0111230,Walker-Warburg syndrome or muscle-eye-brain disease B3GALNT2-related
http://purl.obolibrary.org/obo/DOID_0111230,congenital muscular dystrophy-dystroglycanopathy with brain and eye anomalies type A11
http://purl.obolibrary.org/obo/DOID_0111231,MDDGA8
http://purl.obolibrary.org/obo/DOID_0111231,Walker-Warburg syndrome or muscle-eye-brain disease GTDC2-related
http://purl.obolibrary.org/obo/DOID_0111231,congenital muscular dystrophy-dystroglycanopathy with brain and eye anomalies type A8
http://purl.obolibrary.org/obo/DOID_0111232,MDDGA9
http://purl.obolibrary.org/obo/DOID_0111232,Walker-Warburg syndrome or muscle-eye-brain disease DAG1-related
http://purl.obolibrary.org/obo/DOID_0111232,congenital muscular dystrophy-dystroglycanopathy with brain and eye anomalies type A9
http://purl.obolibrary.org/obo/DOID_0111233,MDDGA14
http://purl.obolibrary.org/obo/DOID_0111233,Walker-Warburg syndrome or muscle-eye-brain disease GMPPB-related
http://purl.obolibrary.org/obo/DOID_0111233,congenital muscular dystrophy-dystroglycanopathy with brain and eye anomalies type A14
http://purl.obolibrary.org/obo/DOID_0111234,MDDGA7
http://purl.obolibrary.org/obo/DOID_0111234,Walker-Warburg syndrome or muscle-eye-brain disease ISPD-related
http://purl.obolibrary.org/obo/DOID_0111234,congenital muscular dystrophy-dystroglycanopathy with brain and eye anomalies type A7
http://purl.obolibrary.org/obo/DOID_0111235,MDDGA12
http://purl.obolibrary.org/obo/DOID_0111235,Walker-Warburg syndrome or muscle-eye-brain disease POMK-related
http://purl.obolibrary.org/obo/DOID_0111235,congenital muscular dystrophy-dystroglycanopathy with brain and eye anomalies type A12
http://purl.obolibrary.org/obo/DOID_0111236,MDDGA3
http://purl.obolibrary.org/obo/DOID_0111236,"Walker-Warburg syndrome or muscle-eye-brain disease, POMGNT1-related"
http://purl.obolibrary.org/obo/DOID_0111236,congenital muscular dystrophy-dystroglycanopathy with brain and eye anomalies type A3
http://purl.obolibrary.org/obo/DOID_0111237,MDDGA1
http://purl.obolibrary.org/obo/DOID_0111237,"Walker-Warburg syndrome or muscle-eye-brain disease, POMT1-related"
http://purl.obolibrary.org/obo/DOID_0111237,congenital muscular dystrophy-dystroglycanopathy with brain and eye anomalies type A1
http://purl.obolibrary.org/obo/DOID_0111238,MDDGA13
http://purl.obolibrary.org/obo/DOID_0111238,"Walker-Warburg syndrome or muscle-eye-brain disease, B3GNT1-related"
http://purl.obolibrary.org/obo/DOID_0111238,"Walker-Warburg syndrome or muscle-eye-brain disease, B4GNT1-related"
http://purl.obolibrary.org/obo/DOID_0111238,congenital muscular dystrophy-dystroglycanopathy with brain and eye anomalies type A13
http://purl.obolibrary.org/obo/DOID_0111239,MDDGA10
